         1 0.500000E-02 0.751426     -759.901     -638.170     -638.170    
         2 0.100000E-01 0.720521     -754.880     -638.155     -638.155    
         3 0.150000E-01 0.670182     -746.697     -638.128     -638.128    
         4 0.200000E-01 0.603527     -735.855     -638.084     -638.084    
         5 0.250000E-01 0.525262     -723.114     -638.022     -638.022    
         6 0.300000E-01 0.441634     -709.493     -637.948     -637.948    
         7 0.350000E-01 0.359999     -696.190     -637.870     -637.870    
         8 0.400000E-01 0.287870     -684.440     -637.805     -637.805    
         9 0.450000E-01 0.231591     -675.283     -637.765     -637.765    
        10 0.500000E-01 0.195021     -669.351     -637.758     -637.758    
        11 0.550000E-01 0.178807     -666.750     -637.783     -637.783    
        12 0.600000E-01 0.180542     -667.078     -637.830     -637.830    
        13 0.650000E-01 0.195749     -669.596     -637.885     -637.885    
        14 0.700000E-01 0.219171     -673.440     -637.934     -637.934    
        15 0.750000E-01 0.245957     -677.815     -637.970     -637.970    
        16 0.800000E-01 0.272355     -682.113     -637.992     -637.992    
        17 0.850000E-01 0.295948     -685.946     -638.003     -638.003    
        18 0.900000E-01 0.315523     -689.118     -638.003     -638.003    
        19 0.950000E-01 0.330744     -691.580     -637.999     -637.999    
        20 0.100000     0.341855     -693.374     -637.993     -637.993    
        21 0.105000     0.349447     -694.596     -637.986     -637.986    
        22 0.110000     0.354324     -695.377     -637.976     -637.976    
        23 0.115000     0.357419     -695.867     -637.965     -637.965    
        24 0.120000     0.359699     -696.227     -637.956     -637.956    
        25 0.125000     0.362121     -696.610     -637.947     -637.947    
        26 0.130000     0.365596     -697.167     -637.941     -637.941    
        27 0.135000     0.370881     -698.016     -637.933     -637.933    
        28 0.140000     0.378447     -699.241     -637.933     -637.933    
        29 0.145000     0.388423     -700.862     -637.937     -637.937    
        30 0.150000     0.400498     -702.823     -637.943     -637.943    
        31 0.155000     0.413935     -705.010     -637.952     -637.952    
        32 0.160000     0.427678     -707.251     -637.967     -637.967    
        33 0.165000     0.440429     -709.330     -637.981     -637.981    
        34 0.170000     0.450846     -711.030     -637.993     -637.993    
        35 0.175000     0.457764     -712.158     -638.001     -638.001    
        36 0.180000     0.460334     -712.581     -638.007     -638.007    
        37 0.185000     0.458082     -712.215     -638.005     -638.005    
        38 0.190000     0.451010     -711.063     -637.999     -637.999    
        39 0.195000     0.439635     -709.211     -637.990     -637.990    
        40 0.200000     0.424908     -706.813     -637.978     -637.978    
        41 0.205000     0.408126     -704.077     -637.960     -637.960    
        42 0.210000     0.390839     -701.262     -637.946     -637.946    
        43 0.215000     0.374627     -698.621     -637.931     -637.931    
        44 0.220000     0.360897     -696.386     -637.921     -637.921    
        45 0.225000     0.350688     -694.725     -637.913     -637.913    
        46 0.230000     0.344618     -693.740     -637.911     -637.911    
        47 0.235000     0.342942     -693.470     -637.913     -637.913    
        48 0.240000     0.345562     -693.898     -637.917     -637.917    
        49 0.245000     0.352089     -694.961     -637.922     -637.922    
        50 0.250000     0.361916     -696.562     -637.932     -637.932    
        51 0.255000     0.374190     -698.560     -637.941     -637.941    
        52 0.260000     0.387845     -700.783     -637.953     -637.953    
        53 0.265000     0.401717     -703.040     -637.961     -637.961    
        54 0.270000     0.414614     -705.139     -637.972     -637.972    
        55 0.275000     0.425428     -706.899     -637.979     -637.979    
        56 0.280000     0.433283     -708.177     -637.985     -637.985    
        57 0.285000     0.437650     -708.883     -637.984     -637.984    
        58 0.290000     0.438432     -709.011     -637.985     -637.985    
        59 0.295000     0.435893     -708.593     -637.978     -637.978    
        60 0.300000     0.430561     -707.723     -637.972     -637.972    
        61 0.305000     0.423169     -706.517     -637.963     -637.963    
        62 0.310000     0.414523     -705.108     -637.955     -637.955    
        63 0.315000     0.405440     -703.630     -637.949     -637.949    
        64 0.320000     0.396723     -702.209     -637.940     -637.940    
        65 0.325000     0.389111     -700.972     -637.936     -637.936    
        66 0.330000     0.383185     -700.008     -637.932     -637.932    
        67 0.335000     0.379312     -699.381     -637.932     -637.932    
        68 0.340000     0.377618     -699.107     -637.932     -637.932    
        69 0.345000     0.377923     -699.161     -637.938     -637.938    
        70 0.350000     0.379757     -699.467     -637.946     -637.946    
        71 0.355000     0.382400     -699.901     -637.953     -637.953    
        72 0.360000     0.385002     -700.334     -637.964     -637.964    
        73 0.365000     0.386636     -700.610     -637.975     -637.975    
        74 0.370000     0.386333     -700.568     -637.982     -637.982    
        75 0.375000     0.383311     -700.082     -637.985     -637.985    
        76 0.380000     0.377132     -699.082     -637.987     -637.987    
        77 0.385000     0.367800     -697.564     -637.981     -637.981    
        78 0.390000     0.355791     -695.609     -637.971     -637.971    
        79 0.395000     0.342063     -693.373     -637.959     -637.959    
        80 0.400000     0.327954     -691.071     -637.942     -637.942    
        81 0.405000     0.315079     -688.967     -637.924     -637.924    
        82 0.410000     0.305173     -687.349     -637.911     -637.911    
        83 0.415000     0.299787     -686.465     -637.899     -637.899    
        84 0.420000     0.300030     -686.502     -637.897     -637.897    
        85 0.425000     0.306321     -687.524     -637.900     -637.900    
        86 0.430000     0.318314     -689.476     -637.909     -637.909    
        87 0.435000     0.335018     -692.198     -637.925     -637.925    
        88 0.440000     0.355069     -695.461     -637.940     -637.940    
        89 0.445000     0.377017     -699.028     -637.952     -637.952    
        90 0.450000     0.399516     -702.684     -637.962     -637.962    
        91 0.455000     0.421442     -706.243     -637.970     -637.970    
        92 0.460000     0.441921     -709.568     -637.976     -637.976    
        93 0.465000     0.460272     -712.547     -637.982     -637.982    
        94 0.470000     0.475931     -715.088     -637.987     -637.987    
        95 0.475000     0.488369     -717.110     -637.994     -637.994    
        96 0.480000     0.497044     -718.520     -637.999     -637.999    
        97 0.485000     0.501413     -719.233     -638.004     -638.004    
        98 0.490000     0.501047     -719.175     -638.005     -638.005    
