# x(i)     phi(i)          |phi(i)|**2   p_classical(i)    vpot(i)
 -5.000 -0.10031338E-07  0.10062774E-15  0.00000000E+00   12.500000
 -1.410  0.37006947E+00  0.13695142E+00  0.00000000E+00    0.994050
 -1.400  0.37530570E+00  0.14085437E+00  0.00000000E+00    0.980000
 -1.390  0.38057796E+00  0.14483959E+00  0.00000000E+00    0.966050
 -1.380  0.38588570E+00  0.14890777E+00  0.00000000E+00    0.952200
 -1.370  0.39122833E+00  0.15305961E+00  0.00000000E+00    0.938450
 -1.360  0.39660527E+00  0.15729574E+00  0.00000000E+00    0.924800
 -1.350  0.40201590E+00  0.16161679E+00  0.00000000E+00    0.911250
 -1.340  0.40745961E+00  0.16602333E+00  0.00000000E+00    0.897800
 -1.330  0.41293573E+00  0.17051591E+00  0.00000000E+00    0.884450
 -1.320  0.41844360E+00  0.17509504E+00  0.00000000E+00    0.871200
 -1.310  0.42398253E+00  0.17976119E+00  0.00000000E+00    0.858050
 -1.300  0.42955183E+00  0.18451477E+00  0.00000000E+00    0.845000
 -1.290  0.43515077E+00  0.18935619E+00  0.00000000E+00    0.832050
 -1.280  0.44077860E+00  0.19428578E+00  0.00000000E+00    0.819200
 -1.270  0.44643458E+00  0.19930383E+00  0.00000000E+00    0.806450
 -1.260  0.45211792E+00  0.20441061E+00  0.00000000E+00    0.793800
 -1.250  0.45782782E+00  0.20960631E+00  0.00000000E+00    0.781250
 -1.240  0.46356348E+00  0.21489110E+00  0.00000000E+00    0.768800
 -1.230  0.46932406E+00  0.22026507E+00  0.00000000E+00    0.756450
 -1.220  0.47510871E+00  0.22572828E+00  0.00000000E+00    0.744200
 -1.210  0.48091656E+00  0.23128074E+00  0.00000000E+00    0.732050
 -1.200  0.48674674E+00  0.23692238E+00  0.00000000E+00    0.720000
 -1.190  0.49259833E+00  0.24265311E+00  0.00000000E+00    0.708050
 -1.180  0.49847042E+00  0.24847276E+00  0.00000000E+00    0.696200
 -1.170  0.50436207E+00  0.25438109E+00  0.00000000E+00    0.684450
 -1.160  0.51027232E+00  0.26037784E+00  0.00000000E+00    0.672800
 -1.150  0.51620021E+00  0.26646266E+00  0.00000000E+00    0.661250
 -1.140  0.52214475E+00  0.27263514E+00  0.00000000E+00    0.649800
 -1.130  0.52810494E+00  0.27889482E+00  0.00000000E+00    0.638450
 -1.120  0.53407974E+00  0.28524117E+00  0.00000000E+00    0.627200
 -1.110  0.54006814E+00  0.29167359E+00  0.00000000E+00    0.616050
 -1.100  0.54606906E+00  0.29819142E+00  0.00000000E+00    0.605000
 -1.090  0.55208146E+00  0.30479394E+00  0.00000000E+00    0.594050
 -1.080  0.55810424E+00  0.31148035E+00  0.00000000E+00    0.583200
 -1.070  0.56413631E+00  0.31824978E+00  0.00000000E+00    0.572450
 -1.060  0.57017656E+00  0.32510130E+00  0.00000000E+00    0.561800
 -1.050  0.57622385E+00  0.33203392E+00  0.00000000E+00    0.551250
 -1.040  0.58227705E+00  0.33904656E+00  0.00000000E+00    0.540800
 -1.030  0.58833500E+00  0.34613807E+00  0.00000000E+00    0.530450
 -1.020  0.59439653E+00  0.35330723E+00  0.00000000E+00    0.520200
 -1.010  0.60046046E+00  0.36055277E+00  0.00000000E+00    0.510050
 -1.000  0.60652561E+00  0.36787331E+00  0.00000000E+00    0.500000
 -0.990  0.61259075E+00  0.37526742E+00  0.22567934E+01    0.490050
 -0.980  0.61865467E+00  0.38273360E+00  0.15996936E+01    0.480200
 -0.970  0.62471615E+00  0.39027026E+00  0.13094212E+01    0.470450
 -0.960  0.63077393E+00  0.39787575E+00  0.11368663E+01    0.460800
 -0.950  0.63682677E+00  0.40554833E+00  0.10194402E+01    0.451250
 -0.940  0.64287340E+00  0.41328620E+00  0.93300785E+00    0.441800
 -0.930  0.64891254E+00  0.42108749E+00  0.86602913E+00    0.432450
 -0.920  0.65494292E+00  0.42895023E+00  0.81220069E+00    0.423200
 -0.910  0.66096324E+00  0.43687241E+00  0.76775046E+00    0.414050
 -0.900  0.66697220E+00  0.44485192E+00  0.73026497E+00    0.405000
 -0.890  0.67296849E+00  0.45288659E+00  0.69811892E+00    0.396050
 -0.880  0.67895079E+00  0.46097417E+00  0.67017249E+00    0.387200
 -0.870  0.68491776E+00  0.46911234E+00  0.64559957E+00    0.378450
 -0.860  0.69086809E+00  0.47729872E+00  0.62378489E+00    0.369800
 -0.850  0.69680043E+00  0.48553085E+00  0.60425955E+00    0.361250
 -0.840  0.70271344E+00  0.49380618E+00  0.58665913E+00    0.352800
 -0.830  0.70860576E+00  0.50212212E+00  0.57069555E+00    0.344450
 -0.820  0.71447603E+00  0.51047599E+00  0.55613768E+00    0.336200
 -0.810  0.72032289E+00  0.51886507E+00  0.54279768E+00    0.328050
 -0.800  0.72614499E+00  0.52728655E+00  0.53052108E+00    0.320000
 -0.790  0.73194094E+00  0.53573755E+00  0.51917955E+00    0.312050
 -0.780  0.73770939E+00  0.54421514E+00  0.50866546E+00    0.304200
 -0.770  0.74344894E+00  0.55271632E+00  0.49888783E+00    0.296450
 -0.760  0.74915823E+00  0.56123805E+00  0.48976910E+00    0.288800
 -0.750  0.75483587E+00  0.56977719E+00  0.48124275E+00    0.281250
 -0.740  0.76048049E+00  0.57833058E+00  0.47325131E+00    0.273800
 -0.730  0.76609071E+00  0.58689497E+00  0.46574489E+00    0.266450
 -0.720  0.77166514E+00  0.59546709E+00  0.45867990E+00    0.259200
 -0.710  0.77720241E+00  0.60404359E+00  0.45201808E+00    0.252050
 -0.700  0.78270114E+00  0.61262107E+00  0.44572573E+00    0.245000
 -0.690  0.78815995E+00  0.62119611E+00  0.43977296E+00    0.238050
 -0.680  0.79357747E+00  0.62976520E+00  0.43413322E+00    0.231200
 -0.670  0.79895233E+00  0.63832482E+00  0.42878283E+00    0.224450
 -0.660  0.80428316E+00  0.64687140E+00  0.42370055E+00    0.217800
 -0.650  0.80956859E+00  0.65540131E+00  0.41886732E+00    0.211250
 -0.640  0.81480728E+00  0.66391090E+00  0.41426596E+00    0.204800
 -0.630  0.81999785E+00  0.67239648E+00  0.40988093E+00    0.198450
 -0.620  0.82513898E+00  0.68085433E+00  0.40569815E+00    0.192200
 -0.610  0.83022931E+00  0.68928070E+00  0.40170482E+00    0.186050
 -0.600  0.83526751E+00  0.69767180E+00  0.39788930E+00    0.180000
 -0.590  0.84025225E+00  0.70602384E+00  0.39424094E+00    0.174050
 -0.580  0.84518221E+00  0.71433298E+00  0.39075000E+00    0.168200
 -0.570  0.85005610E+00  0.72259537E+00  0.38740755E+00    0.162450
 -0.560  0.85487259E+00  0.73080715E+00  0.38420540E+00    0.156800
 -0.550  0.85963041E+00  0.73896444E+00  0.38113600E+00    0.151250
 -0.540  0.86432827E+00  0.74706335E+00  0.37819237E+00    0.145800
 -0.530  0.86896490E+00  0.75509999E+00  0.37536811E+00    0.140450
 -0.520  0.87353904E+00  0.76307045E+00  0.37265725E+00    0.135200
 -0.510  0.87804945E+00  0.77097083E+00  0.37005429E+00    0.130050
 -0.500  0.88249489E+00  0.77879723E+00  0.36755413E+00    0.125000
 -0.490  0.88687415E+00  0.78654576E+00  0.36515201E+00    0.120050
 -0.480  0.89118601E+00  0.79421251E+00  0.36284351E+00    0.115200
 -0.470  0.89542929E+00  0.80179362E+00  0.36062453E+00    0.110450
 -0.460  0.89960281E+00  0.80928521E+00  0.35849123E+00    0.105800
 -0.450  0.90370540E+00  0.81668345E+00  0.35644004E+00    0.101250
 -0.440  0.90773592E+00  0.82398451E+00  0.35446760E+00    0.096800
 -0.430  0.91169325E+00  0.83118458E+00  0.35257080E+00    0.092450
 -0.420  0.91557626E+00  0.83827988E+00  0.35074671E+00    0.088200
 -0.410  0.91938386E+00  0.84526669E+00  0.34899258E+00    0.084050
 -0.400  0.92311499E+00  0.85214128E+00  0.34730585E+00    0.080000
 -0.390  0.92676857E+00  0.85889998E+00  0.34568410E+00    0.076050
 -0.380  0.93034357E+00  0.86553916E+00  0.34412508E+00    0.072200
 -0.370  0.93383897E+00  0.87205522E+00  0.34262665E+00    0.068450
 -0.360  0.93725377E+00  0.87844464E+00  0.34118682E+00    0.064800
 -0.350  0.94058700E+00  0.88470390E+00  0.33980371E+00    0.061250
 -0.340  0.94383769E+00  0.89082958E+00  0.33847554E+00    0.057800
 -0.330  0.94700490E+00  0.89681829E+00  0.33720067E+00    0.054450
 -0.320  0.95008773E+00  0.90266670E+00  0.33597752E+00    0.051200
 -0.310  0.95308528E+00  0.90837155E+00  0.33480461E+00    0.048050
 -0.300  0.95599668E+00  0.91392966E+00  0.33368057E+00    0.045000
 -0.290  0.95882109E+00  0.91933788E+00  0.33260409E+00    0.042050
 -0.280  0.96155768E+00  0.92459317E+00  0.33157392E+00    0.039200
 -0.270  0.96420565E+00  0.92969253E+00  0.33058893E+00    0.036450
 -0.260  0.96676423E+00  0.93463308E+00  0.32964800E+00    0.033800
 -0.250  0.96923267E+00  0.93941197E+00  0.32875013E+00    0.031250
 -0.240  0.97161025E+00  0.94402647E+00  0.32789435E+00    0.028800
 -0.230  0.97389626E+00  0.94847392E+00  0.32707974E+00    0.026450
 -0.220  0.97609003E+00  0.95275175E+00  0.32630546E+00    0.024200
 -0.210  0.97819092E+00  0.95685748E+00  0.32557070E+00    0.022050
 -0.200  0.98019831E+00  0.96078872E+00  0.32487472E+00    0.020000
 -0.190  0.98211159E+00  0.96454318E+00  0.32421682E+00    0.018050
 -0.180  0.98393022E+00  0.96811867E+00  0.32359634E+00    0.016200
 -0.170  0.98565363E+00  0.97151309E+00  0.32301266E+00    0.014450
 -0.160  0.98728134E+00  0.97472444E+00  0.32246522E+00    0.012800
 -0.150  0.98881284E+00  0.97775083E+00  0.32195349E+00    0.011250
 -0.140  0.99024768E+00  0.98059047E+00  0.32147697E+00    0.009800
 -0.130  0.99158544E+00  0.98324169E+00  0.32103520E+00    0.008450
 -0.120  0.99282572E+00  0.98570292E+00  0.32062779E+00    0.007200
 -0.110  0.99396815E+00  0.98797269E+00  0.32025433E+00    0.006050
 -0.100  0.99501239E+00  0.99004965E+00  0.31991448E+00    0.005000
 -0.090  0.99595811E+00  0.99193257E+00  0.31960793E+00    0.004050
 -0.080  0.99680505E+00  0.99362032E+00  0.31933440E+00    0.003200
 -0.070  0.99755295E+00  0.99511189E+00  0.31909363E+00    0.002450
 -0.060  0.99820159E+00  0.99640640E+00  0.31888540E+00    0.001800
 -0.050  0.99875076E+00  0.99750308E+00  0.31870952E+00    0.001250
 -0.040  0.99920030E+00  0.99840125E+00  0.31856584E+00    0.000800
 -0.030  0.99955009E+00  0.99910039E+00  0.31845422E+00    0.000450
 -0.020  0.99980002E+00  0.99960007E+00  0.31837456E+00    0.000200
 -0.010  0.99995000E+00  0.99990000E+00  0.31832680E+00    0.000050
  0.000  0.10000000E+01  0.10000000E+01  0.31831088E+00    0.000000
  0.010  0.99995000E+00  0.99990000E+00  0.31832680E+00    0.000050
  0.020  0.99980002E+00  0.99960007E+00  0.31837456E+00    0.000200
  0.030  0.99955009E+00  0.99910039E+00  0.31845422E+00    0.000450
  0.040  0.99920030E+00  0.99840125E+00  0.31856584E+00    0.000800
  0.050  0.99875076E+00  0.99750308E+00  0.31870952E+00    0.001250
  0.060  0.99820159E+00  0.99640640E+00  0.31888540E+00    0.001800
  0.070  0.99755295E+00  0.99511189E+00  0.31909363E+00    0.002450
  0.080  0.99680505E+00  0.99362032E+00  0.31933440E+00    0.003200
  0.090  0.99595811E+00  0.99193257E+00  0.31960793E+00    0.004050
  0.100  0.99501239E+00  0.99004965E+00  0.31991448E+00    0.005000
  0.110  0.99396815E+00  0.98797269E+00  0.32025433E+00    0.006050
  0.120  0.99282572E+00  0.98570292E+00  0.32062779E+00    0.007200
  0.130  0.99158544E+00  0.98324169E+00  0.32103520E+00    0.008450
  0.140  0.99024768E+00  0.98059047E+00  0.32147697E+00    0.009800
  0.150  0.98881284E+00  0.97775083E+00  0.32195349E+00    0.011250
  0.160  0.98728134E+00  0.97472444E+00  0.32246522E+00    0.012800
  0.170  0.98565363E+00  0.97151309E+00  0.32301266E+00    0.014450
  0.180  0.98393022E+00  0.96811867E+00  0.32359634E+00    0.016200
  0.190  0.98211159E+00  0.96454318E+00  0.32421682E+00    0.018050
  0.200  0.98019831E+00  0.96078872E+00  0.32487472E+00    0.020000
  0.210  0.97819092E+00  0.95685748E+00  0.32557070E+00    0.022050
  0.220  0.97609003E+00  0.95275175E+00  0.32630546E+00    0.024200
  0.230  0.97389626E+00  0.94847392E+00  0.32707974E+00    0.026450
  0.240  0.97161025E+00  0.94402647E+00  0.32789435E+00    0.028800
  0.250  0.96923267E+00  0.93941197E+00  0.32875013E+00    0.031250
  0.260  0.96676423E+00  0.93463308E+00  0.32964800E+00    0.033800
  0.270  0.96420565E+00  0.92969253E+00  0.33058893E+00    0.036450
  0.280  0.96155768E+00  0.92459317E+00  0.33157392E+00    0.039200
  0.290  0.95882109E+00  0.91933788E+00  0.33260409E+00    0.042050
  0.300  0.95599668E+00  0.91392966E+00  0.33368057E+00    0.045000
  0.310  0.95308528E+00  0.90837155E+00  0.33480461E+00    0.048050
  0.320  0.95008773E+00  0.90266670E+00  0.33597752E+00    0.051200
  0.330  0.94700490E+00  0.89681829E+00  0.33720067E+00    0.054450
  0.340  0.94383769E+00  0.89082958E+00  0.33847554E+00    0.057800
  0.350  0.94058700E+00  0.88470390E+00  0.33980371E+00    0.061250
  0.360  0.93725377E+00  0.87844464E+00  0.34118682E+00    0.064800
  0.370  0.93383897E+00  0.87205522E+00  0.34262665E+00    0.068450
  0.380  0.93034357E+00  0.86553916E+00  0.34412508E+00    0.072200
  0.390  0.92676857E+00  0.85889998E+00  0.34568410E+00    0.076050
  0.400  0.92311499E+00  0.85214128E+00  0.34730585E+00    0.080000
  0.410  0.91938386E+00  0.84526669E+00  0.34899258E+00    0.084050
  0.420  0.91557626E+00  0.83827988E+00  0.35074671E+00    0.088200
  0.430  0.91169325E+00  0.83118458E+00  0.35257080E+00    0.092450
  0.440  0.90773592E+00  0.82398451E+00  0.35446760E+00    0.096800
  0.450  0.90370540E+00  0.81668345E+00  0.35644004E+00    0.101250
  0.460  0.89960281E+00  0.80928521E+00  0.35849123E+00    0.105800
  0.470  0.89542929E+00  0.80179362E+00  0.36062453E+00    0.110450
  0.480  0.89118601E+00  0.79421251E+00  0.36284351E+00    0.115200
  0.490  0.88687415E+00  0.78654576E+00  0.36515201E+00    0.120050
  0.500  0.88249489E+00  0.77879723E+00  0.36755413E+00    0.125000
  0.510  0.87804945E+00  0.77097083E+00  0.37005429E+00    0.130050
  0.520  0.87353904E+00  0.76307045E+00  0.37265725E+00    0.135200
  0.530  0.86896490E+00  0.75509999E+00  0.37536811E+00    0.140450
  0.540  0.86432827E+00  0.74706335E+00  0.37819237E+00    0.145800
  0.550  0.85963041E+00  0.73896444E+00  0.38113600E+00    0.151250
  0.560  0.85487259E+00  0.73080715E+00  0.38420540E+00    0.156800
  0.570  0.85005610E+00  0.72259537E+00  0.38740755E+00    0.162450
  0.580  0.84518221E+00  0.71433298E+00  0.39075000E+00    0.168200
  0.590  0.84025225E+00  0.70602384E+00  0.39424094E+00    0.174050
  0.600  0.83526751E+00  0.69767180E+00  0.39788930E+00    0.180000
  0.610  0.83022931E+00  0.68928070E+00  0.40170482E+00    0.186050
  0.620  0.82513898E+00  0.68085433E+00  0.40569815E+00    0.192200
  0.630  0.81999785E+00  0.67239648E+00  0.40988093E+00    0.198450
  0.640  0.81480728E+00  0.66391090E+00  0.41426596E+00    0.204800
  0.650  0.80956859E+00  0.65540131E+00  0.41886732E+00    0.211250
  0.660  0.80428316E+00  0.64687140E+00  0.42370055E+00    0.217800
  0.670  0.79895233E+00  0.63832482E+00  0.42878283E+00    0.224450
  0.680  0.79357747E+00  0.62976520E+00  0.43413322E+00    0.231200
  0.690  0.78815995E+00  0.62119611E+00  0.43977296E+00    0.238050
  0.700  0.78270114E+00  0.61262107E+00  0.44572573E+00    0.245000
  0.710  0.77720241E+00  0.60404359E+00  0.45201808E+00    0.252050
  0.720  0.77166514E+00  0.59546709E+00  0.45867990E+00    0.259200
  0.730  0.76609071E+00  0.58689497E+00  0.46574489E+00    0.266450
  0.740  0.76048049E+00  0.57833058E+00  0.47325131E+00    0.273800
  0.750  0.75483587E+00  0.56977719E+00  0.48124275E+00    0.281250
  0.760  0.74915823E+00  0.56123805E+00  0.48976910E+00    0.288800
  0.770  0.74344894E+00  0.55271632E+00  0.49888783E+00    0.296450
  0.780  0.73770939E+00  0.54421514E+00  0.50866546E+00    0.304200
  0.790  0.73194094E+00  0.53573755E+00  0.51917955E+00    0.312050
  0.800  0.72614499E+00  0.52728655E+00  0.53052108E+00    0.320000
  0.810  0.72032289E+00  0.51886507E+00  0.54279768E+00    0.328050
  0.820  0.71447603E+00  0.51047599E+00  0.55613768E+00    0.336200
  0.830  0.70860576E+00  0.50212212E+00  0.57069555E+00    0.344450
  0.840  0.70271344E+00  0.49380618E+00  0.58665913E+00    0.352800
  0.850  0.69680043E+00  0.48553085E+00  0.60425955E+00    0.361250
  0.860  0.69086809E+00  0.47729872E+00  0.62378489E+00    0.369800
  0.870  0.68491776E+00  0.46911234E+00  0.64559957E+00    0.378450
  0.880  0.67895079E+00  0.46097417E+00  0.67017249E+00    0.387200
  0.890  0.67296849E+00  0.45288659E+00  0.69811892E+00    0.396050
  0.900  0.66697220E+00  0.44485192E+00  0.73026497E+00    0.405000
  0.910  0.66096324E+00  0.43687241E+00  0.76775046E+00    0.414050
  0.920  0.65494292E+00  0.42895023E+00  0.81220069E+00    0.423200
  0.930  0.64891254E+00  0.42108749E+00  0.86602913E+00    0.432450
  0.940  0.64287340E+00  0.41328620E+00  0.93300785E+00    0.441800
  0.950  0.63682677E+00  0.40554833E+00  0.10194402E+01    0.451250
  0.960  0.63077393E+00  0.39787575E+00  0.11368663E+01    0.460800
  0.970  0.62471615E+00  0.39027026E+00  0.13094212E+01    0.470450
  0.980  0.61865467E+00  0.38273360E+00  0.15996936E+01    0.480200
  0.990  0.61259075E+00  0.37526742E+00  0.22567934E+01    0.490050
  1.000  0.60652561E+00  0.36787331E+00  0.00000000E+00    0.500000
  1.010  0.60046046E+00  0.36055277E+00  0.00000000E+00    0.510050
  1.020  0.59439653E+00  0.35330723E+00  0.00000000E+00    0.520200
  1.030  0.58833500E+00  0.34613807E+00  0.00000000E+00    0.530450
  1.040  0.58227705E+00  0.33904656E+00  0.00000000E+00    0.540800
  1.050  0.57622385E+00  0.33203392E+00  0.00000000E+00    0.551250
  1.060  0.57017656E+00  0.32510130E+00  0.00000000E+00    0.561800
  1.070  0.56413631E+00  0.31824978E+00  0.00000000E+00    0.572450
  1.080  0.55810424E+00  0.31148035E+00  0.00000000E+00    0.583200
  1.090  0.55208146E+00  0.30479394E+00  0.00000000E+00    0.594050
  1.100  0.54606906E+00  0.29819142E+00  0.00000000E+00    0.605000
  1.110  0.54006814E+00  0.29167359E+00  0.00000000E+00    0.616050
  1.120  0.53407974E+00  0.28524117E+00  0.00000000E+00    0.627200
  1.130  0.52810494E+00  0.27889482E+00  0.00000000E+00    0.638450
  1.140  0.52214475E+00  0.27263514E+00  0.00000000E+00    0.649800
  1.150  0.51620021E+00  0.26646266E+00  0.00000000E+00    0.661250
  1.160  0.51027232E+00  0.26037784E+00  0.00000000E+00    0.672800
  1.170  0.50436207E+00  0.25438109E+00  0.00000000E+00    0.684450
  1.180  0.49847042E+00  0.24847276E+00  0.00000000E+00    0.696200
  1.190  0.49259833E+00  0.24265311E+00  0.00000000E+00    0.708050
  1.200  0.48674674E+00  0.23692238E+00  0.00000000E+00    0.720000
  1.210  0.48091656E+00  0.23128074E+00  0.00000000E+00    0.732050
  1.220  0.47510871E+00  0.22572828E+00  0.00000000E+00    0.744200
  1.230  0.46932406E+00  0.22026507E+00  0.00000000E+00    0.756450
  1.240  0.46356348E+00  0.21489110E+00  0.00000000E+00    0.768800
  1.250  0.45782782E+00  0.20960631E+00  0.00000000E+00    0.781250
  1.260  0.45211792E+00  0.20441061E+00  0.00000000E+00    0.793800
  1.270  0.44643458E+00  0.19930383E+00  0.00000000E+00    0.806450
  1.280  0.44077860E+00  0.19428578E+00  0.00000000E+00    0.819200
  1.290  0.43515077E+00  0.18935619E+00  0.00000000E+00    0.832050
  1.300  0.42955183E+00  0.18451477E+00  0.00000000E+00    0.845000
  1.310  0.42398253E+00  0.17976119E+00  0.00000000E+00    0.858050
  1.320  0.41844360E+00  0.17509504E+00  0.00000000E+00    0.871200
  1.330  0.41293573E+00  0.17051591E+00  0.00000000E+00    0.884450
  1.340  0.40745961E+00  0.16602333E+00  0.00000000E+00    0.897800
  1.350  0.40201590E+00  0.16161679E+00  0.00000000E+00    0.911250
  1.360  0.39660527E+00  0.15729574E+00  0.00000000E+00    0.924800
  1.370  0.39122833E+00  0.15305961E+00  0.00000000E+00    0.938450
  1.380  0.38588570E+00  0.14890777E+00  0.00000000E+00    0.952200
  1.390  0.38057796E+00  0.14483959E+00  0.00000000E+00    0.966050
  1.400  0.37530570E+00  0.14085437E+00  0.00000000E+00    0.980000
  1.410  0.37006947E+00  0.13695142E+00  0.00000000E+00    0.994050
  1.420  0.36486981E+00  0.13312998E+00  0.00000000E+00    1.008200
  1.430  0.35970723E+00  0.12938929E+00  0.00000000E+00    1.022450
  1.440  0.35458224E+00  0.12572857E+00  0.00000000E+00    1.036800
  1.450  0.34949532E+00  0.12214698E+00  0.00000000E+00    1.051250
  1.460  0.34444693E+00  0.11864369E+00  0.00000000E+00    1.065800
  1.470  0.33943752E+00  0.11521783E+00  0.00000000E+00    1.080450
  1.480  0.33446751E+00  0.11186851E+00  0.00000000E+00    1.095200
  1.490  0.32953732E+00  0.10859484E+00  0.00000000E+00    1.110050
  1.500  0.32464733E+00  0.10539589E+00  0.00000000E+00    1.125000
  1.510  0.31979793E+00  0.10227071E+00  0.00000000E+00    1.140050
  1.520  0.31498946E+00  0.99218360E-01  0.00000000E+00    1.155200
  1.530  0.31022227E+00  0.96237857E-01  0.00000000E+00    1.170450
  1.540  0.30549668E+00  0.93328220E-01  0.00000000E+00    1.185800
  1.550  0.30081299E+00  0.90488453E-01  0.00000000E+00    1.201250
  1.560  0.29617149E+00  0.87717549E-01  0.00000000E+00    1.216800
  1.570  0.29157244E+00  0.85014490E-01  0.00000000E+00    1.232450
  1.580  0.28701612E+00  0.82378251E-01  0.00000000E+00    1.248200
  1.590  0.28250274E+00  0.79807796E-01  0.00000000E+00    1.264050
  1.600  0.27803253E+00  0.77302085E-01  0.00000000E+00    1.280000
  1.610  0.27360569E+00  0.74860073E-01  0.00000000E+00    1.296050
  1.620  0.26922241E+00  0.72480707E-01  0.00000000E+00    1.312200
  1.630  0.26488287E+00  0.70162934E-01  0.00000000E+00    1.328450
  1.640  0.26058721E+00  0.67905696E-01  0.00000000E+00    1.344800
  1.650  0.25633559E+00  0.65707934E-01  0.00000000E+00    1.361250
  1.660  0.25212812E+00  0.63568587E-01  0.00000000E+00    1.377800
  1.670  0.24796491E+00  0.61486595E-01  0.00000000E+00    1.394450
  1.680  0.24384606E+00  0.59460900E-01  0.00000000E+00    1.411200
  1.690  0.23977165E+00  0.57490443E-01  0.00000000E+00    1.428050
  1.700  0.23574174E+00  0.55574168E-01  0.00000000E+00    1.445000
  1.710  0.23175639E+00  0.53711024E-01  0.00000000E+00    1.462050
  1.720  0.22781563E+00  0.51899961E-01  0.00000000E+00    1.479200
  1.730  0.22391949E+00  0.50139936E-01  0.00000000E+00    1.496450
  1.740  0.22006797E+00  0.48429910E-01  0.00000000E+00    1.513800
  1.750  0.21626107E+00  0.46768851E-01  0.00000000E+00    1.531250
  1.760  0.21249878E+00  0.45155730E-01  0.00000000E+00    1.548800
  1.770  0.20878106E+00  0.43589530E-01  0.00000000E+00    1.566450
  1.780  0.20510787E+00  0.42069238E-01  0.00000000E+00    1.584200
  1.790  0.20147916E+00  0.40593850E-01  0.00000000E+00    1.602050
  1.800  0.19789485E+00  0.39162372E-01  0.00000000E+00    1.620000
  1.810  0.19435488E+00  0.37773818E-01  0.00000000E+00    1.638050
  1.820  0.19085914E+00  0.36427210E-01  0.00000000E+00    1.656200
  1.830  0.18740753E+00  0.35121583E-01  0.00000000E+00    1.674450
  1.840  0.18399995E+00  0.33855981E-01  0.00000000E+00    1.692800
  1.850  0.18063626E+00  0.32629458E-01  0.00000000E+00    1.711250
  1.860  0.17731633E+00  0.31441081E-01  0.00000000E+00    1.729800
  1.870  0.17404001E+00  0.30289926E-01  0.00000000E+00    1.748450
  1.880  0.17080715E+00  0.29175083E-01  0.00000000E+00    1.767200
  1.890  0.16761758E+00  0.28095653E-01  0.00000000E+00    1.786050
  1.900  0.16447112E+00  0.27050750E-01  0.00000000E+00    1.805000
  1.910  0.16136759E+00  0.26039500E-01  0.00000000E+00    1.824050
  1.920  0.15830679E+00  0.25061040E-01  0.00000000E+00    1.843200
  1.930  0.15528852E+00  0.24114525E-01  0.00000000E+00    1.862450
  1.940  0.15231256E+00  0.23199117E-01  0.00000000E+00    1.881800
  1.950  0.14937870E+00  0.22313996E-01  0.00000000E+00    1.901250
  1.960  0.14648670E+00  0.21458353E-01  0.00000000E+00    1.920800
  1.970  0.14363632E+00  0.20631394E-01  0.00000000E+00    1.940450
  1.980  0.14082733E+00  0.19832337E-01  0.00000000E+00    1.960200
  1.990  0.13805946E+00  0.19060415E-01  0.00000000E+00    1.980050
  2.000  0.13533246E+00  0.18314876E-01  0.00000000E+00    2.000000
  2.010  0.13264606E+00  0.17594978E-01  0.00000000E+00    2.020050
  2.020  0.12999999E+00  0.16899997E-01  0.00000000E+00    2.040200
  2.030  0.12739396E+00  0.16229221E-01  0.00000000E+00    2.060450
  2.040  0.12482769E+00  0.15581952E-01  0.00000000E+00    2.080800
  2.050  0.12230088E+00  0.14957506E-01  0.00000000E+00    2.101250
  2.060  0.11981325E+00  0.14355214E-01  0.00000000E+00    2.121800
  2.070  0.11736447E+00  0.13774419E-01  0.00000000E+00    2.142450
  2.080  0.11495425E+00  0.13214479E-01  0.00000000E+00    2.163200
  2.090  0.11258227E+00  0.12674766E-01  0.00000000E+00    2.184050
  2.100  0.11024820E+00  0.12154666E-01  0.00000000E+00    2.205000
  2.110  0.10795173E+00  0.11653576E-01  0.00000000E+00    2.226050
  2.120  0.10569253E+00  0.11170910E-01  0.00000000E+00    2.247200
  2.130  0.10347026E+00  0.10706094E-01  0.00000000E+00    2.268450
  2.140  0.10128458E+00  0.10258566E-01  0.00000000E+00    2.289800
  2.150  0.99135163E-01  0.98277805E-02  0.00000000E+00    2.311250
  2.160  0.97021656E-01  0.94132017E-02  0.00000000E+00    2.332800
  2.170  0.94943714E-01  0.90143087E-02  0.00000000E+00    2.354450
  2.180  0.92900985E-01  0.86305930E-02  0.00000000E+00    2.376200
  2.190  0.90893117E-01  0.82615586E-02  0.00000000E+00    2.398050
  2.200  0.88919752E-01  0.79067223E-02  0.00000000E+00    2.420000
  2.210  0.86980533E-01  0.75656131E-02  0.00000000E+00    2.442050
  2.220  0.85075098E-01  0.72377723E-02  0.00000000E+00    2.464200
  2.230  0.83203084E-01  0.69227532E-02  0.00000000E+00    2.486450
  2.240  0.81364126E-01  0.66201209E-02  0.00000000E+00    2.508800
  2.250  0.79557856E-01  0.63294525E-02  0.00000000E+00    2.531250
  2.260  0.77783907E-01  0.60503363E-02  0.00000000E+00    2.553800
  2.270  0.76041909E-01  0.57823719E-02  0.00000000E+00    2.576450
  2.280  0.74331490E-01  0.55251704E-02  0.00000000E+00    2.599200
  2.290  0.72652279E-01  0.52783536E-02  0.00000000E+00    2.622050
  2.300  0.71003902E-01  0.50415541E-02  0.00000000E+00    2.645000
