# x(i)     phi(i)          |phi(i)|**2   p_classical(i)    vpot(i)
 -3.185  0.24291367E+00  0.59007052E-01  0.00000000E+00    5.072113
 -3.180  0.23969268E+00  0.57452582E-01  0.00000000E+00    5.056200
 -3.175  0.23652636E+00  0.55944717E-01  0.00000000E+00    5.040313
 -3.170  0.23341378E+00  0.54481995E-01  0.00000000E+00    5.024450
 -3.165  0.23035408E+00  0.53063000E-01  0.00000000E+00    5.008612
 -3.160  0.22734635E+00  0.51686364E-01  0.00000000E+00    4.992800
 -3.155  0.22438976E+00  0.50350763E-01  0.00000000E+00    4.977013
 -3.150  0.22148345E+00  0.49054918E-01  0.00000000E+00    4.961250
 -3.145  0.21862660E+00  0.47797590E-01  0.00000000E+00    4.945513
 -3.140  0.21581840E+00  0.46577582E-01  0.00000000E+00    4.929800
 -3.135  0.21305806E+00  0.45393735E-01  0.00000000E+00    4.914113
 -3.130  0.21034479E+00  0.44244930E-01  0.00000000E+00    4.898450
 -3.125  0.20767783E+00  0.43130083E-01  0.00000000E+00    4.882813
 -3.120  0.20505644E+00  0.42048144E-01  0.00000000E+00    4.867200
 -3.115  0.20247988E+00  0.40998100E-01  0.00000000E+00    4.851613
 -3.110  0.19994742E+00  0.39978970E-01  0.00000000E+00    4.836050
 -3.105  0.19745836E+00  0.38989803E-01  0.00000000E+00    4.820512
 -3.100  0.19501200E+00  0.38029682E-01  0.00000000E+00    4.805000
 -3.095  0.19260768E+00  0.37097716E-01  0.00000000E+00    4.789513
 -3.090  0.19024470E+00  0.36193047E-01  0.00000000E+00    4.774050
 -3.085  0.18792244E+00  0.35314842E-01  0.00000000E+00    4.758612
 -3.080  0.18564023E+00  0.34462295E-01  0.00000000E+00    4.743200
 -3.075  0.18339745E+00  0.33634626E-01  0.00000000E+00    4.727813
 -3.070  0.18119349E+00  0.32831082E-01  0.00000000E+00    4.712450
 -3.065  0.17902774E+00  0.32050933E-01  0.00000000E+00    4.697113
 -3.060  0.17689961E+00  0.31293470E-01  0.00000000E+00    4.681800
 -3.055  0.17480850E+00  0.30558012E-01  0.00000000E+00    4.666513
 -3.050  0.17275386E+00  0.29843895E-01  0.00000000E+00    4.651250
 -3.045  0.17073511E+00  0.29150479E-01  0.00000000E+00    4.636012
 -3.040  0.16875172E+00  0.28477143E-01  0.00000000E+00    4.620800
 -3.035  0.16680314E+00  0.27823287E-01  0.00000000E+00    4.605613
 -3.030  0.16488884E+00  0.27188330E-01  0.00000000E+00    4.590450
 -3.025  0.16300831E+00  0.26571709E-01  0.00000000E+00    4.575312
 -3.020  0.16116103E+00  0.25972878E-01  0.00000000E+00    4.560200
 -3.015  0.15934651E+00  0.25391311E-01  0.00000000E+00    4.545113
 -3.010  0.15756426E+00  0.24826497E-01  0.00000000E+00    4.530050
 -3.005  0.15581380E+00  0.24277940E-01  0.00000000E+00    4.515013
 -3.000  0.15409466E+00  0.23745163E-01  0.00000000E+00    4.500000
 -2.995  0.15240637E+00  0.23227702E-01  0.00000000E+00    4.485013
 -2.990  0.15074849E+00  0.22725107E-01  0.00000000E+00    4.470050
 -2.985  0.14912057E+00  0.22236945E-01  0.00000000E+00    4.455112
 -2.980  0.14752218E+00  0.21762794E-01  0.00000000E+00    4.440200
 -2.975  0.14595289E+00  0.21302246E-01  0.00000000E+00    4.425313
 -2.970  0.14441228E+00  0.20854906E-01  0.00000000E+00    4.410450
 -2.965  0.14289994E+00  0.20420393E-01  0.00000000E+00    4.395612
 -2.960  0.14141547E+00  0.19998336E-01  0.00000000E+00    4.380800
 -2.955  0.13995848E+00  0.19588376E-01  0.00000000E+00    4.366013
 -2.950  0.13852858E+00  0.19190167E-01  0.00000000E+00    4.351250
 -2.945  0.13712538E+00  0.18803371E-01  0.00000000E+00    4.336512
 -2.940  0.13574853E+00  0.18427663E-01  0.00000000E+00    4.321800
 -2.935  0.13439765E+00  0.18062728E-01  0.00000000E+00    4.307113
 -2.930  0.13307238E+00  0.17708259E-01  0.00000000E+00    4.292450
 -2.925  0.13177239E+00  0.17363962E-01  0.00000000E+00    4.277813
 -2.920  0.13049731E+00  0.17029549E-01  0.00000000E+00    4.263200
 -2.915  0.12924683E+00  0.16704742E-01  0.00000000E+00    4.248613
 -2.910  0.12802060E+00  0.16389273E-01  0.00000000E+00    4.234050
 -2.905  0.12681830E+00  0.16082882E-01  0.00000000E+00    4.219513
 -2.900  0.12563962E+00  0.15785315E-01  0.00000000E+00    4.205000
 -2.895  0.12448425E+00  0.15496329E-01  0.00000000E+00    4.190512
 -2.890  0.12335188E+00  0.15215686E-01  0.00000000E+00    4.176050
 -2.885  0.12224221E+00  0.14943158E-01  0.00000000E+00    4.161613
 -2.880  0.12115495E+00  0.14678523E-01  0.00000000E+00    4.147200
 -2.875  0.12008982E+00  0.14421565E-01  0.00000000E+00    4.132813
 -2.870  0.11904653E+00  0.14172077E-01  0.00000000E+00    4.118450
 -2.865  0.11802481E+00  0.13929856E-01  0.00000000E+00    4.104113
 -2.860  0.11702439E+00  0.13694707E-01  0.00000000E+00    4.089800
 -2.855  0.11604500E+00  0.13466441E-01  0.00000000E+00    4.075513
 -2.850  0.11508638E+00  0.13244876E-01  0.00000000E+00    4.061250
 -2.845  0.11414829E+00  0.13029832E-01  0.00000000E+00    4.047013
 -2.840  0.11323047E+00  0.12821139E-01  0.00000000E+00    4.032800
 -2.835  0.11233268E+00  0.12618631E-01  0.00000000E+00    4.018612
 -2.830  0.11145468E+00  0.12422145E-01  0.00000000E+00    4.004450
 -2.825  0.11059624E+00  0.12231527E-01  0.00000000E+00    3.990313
 -2.820  0.10975712E+00  0.12046626E-01  0.00000000E+00    3.976200
 -2.815  0.10893711E+00  0.11867294E-01  0.00000000E+00    3.962112
 -2.810  0.10813599E+00  0.11693391E-01  0.00000000E+00    3.948050
 -2.805  0.10735353E+00  0.11524780E-01  0.00000000E+00    3.934013
 -2.800  0.10658953E+00  0.11361329E-01  0.00000000E+00    3.920000
 -2.795  0.10584379E+00  0.11202908E-01  0.00000000E+00    3.906012
 -2.790  0.10511610E+00  0.11049395E-01  0.00000000E+00    3.892050
 -2.785  0.10440626E+00  0.10900668E-01  0.00000000E+00    3.878113
 -2.780  0.10371409E+00  0.10756612E-01  0.00000000E+00    3.864200
 -2.775  0.10303938E+00  0.10617115E-01  0.00000000E+00    3.850312
 -2.770  0.10238197E+00  0.10482067E-01  0.00000000E+00    3.836450
 -2.765  0.10174166E+00  0.10351364E-01  0.00000000E+00    3.822613
 -2.760  0.10111827E+00  0.10224905E-01  0.00000000E+00    3.808800
 -2.755  0.10051164E+00  0.10102590E-01  0.00000000E+00    3.795012
 -2.750  0.99921595E-01  0.99843252E-02  0.00000000E+00    3.781250
 -2.745  0.99347968E-01  0.98700187E-02  0.00000000E+00    3.767513
 -2.740  0.98790596E-01  0.97595819E-02  0.00000000E+00    3.753800
 -2.735  0.98249322E-01  0.96529293E-02  0.00000000E+00    3.740112
 -2.730  0.97723989E-01  0.95499780E-02  0.00000000E+00    3.726450
 -2.725  0.97214446E-01  0.94506485E-02  0.00000000E+00    3.712813
 -2.720  0.96720543E-01  0.93548635E-02  0.00000000E+00    3.699200
 -2.715  0.96242136E-01  0.92625488E-02  0.00000000E+00    3.685612
 -2.710  0.95779083E-01  0.91736327E-02  0.00000000E+00    3.672050
 -2.705  0.95331244E-01  0.90880461E-02  0.00000000E+00    3.658513
 -2.700  0.94898485E-01  0.90057224E-02  0.00000000E+00    3.645000
 -2.695  0.94480672E-01  0.89265973E-02  0.00000000E+00    3.631512
 -2.690  0.94077676E-01  0.88506091E-02  0.00000000E+00    3.618050
 -2.685  0.93689370E-01  0.87776981E-02  0.00000000E+00    3.604612
 -2.680  0.93315632E-01  0.87078071E-02  0.00000000E+00    3.591200
 -2.675  0.92956339E-01  0.86408810E-02  0.00000000E+00    3.577813
 -2.670  0.92611375E-01  0.85768668E-02  0.00000000E+00    3.564450
 -2.665  0.92280624E-01  0.85157136E-02  0.00000000E+00    3.551112
 -2.660  0.91963974E-01  0.84573726E-02  0.00000000E+00    3.537800
 -2.655  0.91661316E-01  0.84017968E-02  0.00000000E+00    3.524513
 -2.650  0.91372542E-01  0.83489414E-02  0.00000000E+00    3.511250
 -2.645  0.91097548E-01  0.82987632E-02  0.00000000E+00    3.498013
 -2.640  0.90836232E-01  0.82512211E-02  0.00000000E+00    3.484800
 -2.635  0.90588496E-01  0.82062756E-02  0.00000000E+00    3.471613
 -2.630  0.90354242E-01  0.81638890E-02  0.00000000E+00    3.458450
 -2.625  0.90133376E-01  0.81240255E-02  0.00000000E+00    3.445313
 -2.620  0.89925806E-01  0.80866506E-02  0.00000000E+00    3.432200
 -2.615  0.89731443E-01  0.80517318E-02  0.00000000E+00    3.419113
 -2.610  0.89550198E-01  0.80192380E-02  0.00000000E+00    3.406050
 -2.605  0.89381988E-01  0.79891398E-02  0.00000000E+00    3.393012
 -2.600  0.89226730E-01  0.79614093E-02  0.00000000E+00    3.380000
 -2.595  0.89084342E-01  0.79360201E-02  0.00000000E+00    3.367013
 -2.590  0.88954747E-01  0.79129471E-02  0.00000000E+00    3.354050
 -2.585  0.88837869E-01  0.78921669E-02  0.00000000E+00    3.341112
 -2.580  0.88733632E-01  0.78736575E-02  0.00000000E+00    3.328200
 -2.575  0.88641966E-01  0.78573981E-02  0.00000000E+00    3.315313
 -2.570  0.88562799E-01  0.78433694E-02  0.00000000E+00    3.302450
 -2.565  0.88496064E-01  0.78315534E-02  0.00000000E+00    3.289613
 -2.560  0.88441695E-01  0.78219335E-02  0.00000000E+00    3.276800
 -2.555  0.88399627E-01  0.78144941E-02  0.00000000E+00    3.264013
 -2.550  0.88369799E-01  0.78092213E-02  0.00000000E+00    3.251250
 -2.545  0.88352148E-01  0.78061021E-02  0.00000000E+00    3.238512
 -2.540  0.88346618E-01  0.78051248E-02  0.00000000E+00    3.225800
 -2.535  0.88353150E-01  0.78062791E-02  0.00000000E+00    3.213113
 -2.530  0.88371690E-01  0.78095555E-02  0.00000000E+00    3.200450
 -2.525  0.88402184E-01  0.78149461E-02  0.00000000E+00    3.187812
 -2.520  0.88444580E-01  0.78224438E-02  0.00000000E+00    3.175200
 -2.515  0.88498830E-01  0.78320428E-02  0.00000000E+00    3.162613
 -2.510  0.88564883E-01  0.78437385E-02  0.00000000E+00    3.150050
 -2.505  0.88642693E-01  0.78575271E-02  0.00000000E+00    3.137512
 -2.500  0.88732216E-01  0.78734061E-02  0.00000000E+00    3.125000
 -2.495  0.88833406E-01  0.78913741E-02  0.00000000E+00    3.112513
 -2.490  0.88946223E-01  0.79114306E-02  0.00000000E+00    3.100050
 -2.485  0.89070625E-01  0.79335763E-02  0.00000000E+00    3.087612
 -2.480  0.89206574E-01  0.79578128E-02  0.00000000E+00    3.075200
 -2.475  0.89354031E-01  0.79841428E-02  0.00000000E+00    3.062813
 -2.470  0.89512960E-01  0.80125700E-02  0.00000000E+00    3.050450
 -2.465  0.89683327E-01  0.80430991E-02  0.00000000E+00    3.038112
 -2.460  0.89865097E-01  0.80757356E-02  0.00000000E+00    3.025800
 -2.455  0.90058239E-01  0.81104864E-02  0.00000000E+00    3.013513
 -2.450  0.90262721E-01  0.81473588E-02  0.00000000E+00    3.001250
 -2.445  0.90478515E-01  0.81863616E-02  0.00000000E+00    2.989012
 -2.440  0.90705591E-01  0.82275042E-02  0.00000000E+00    2.976800
 -2.435  0.90943923E-01  0.82707971E-02  0.00000000E+00    2.964613
 -2.430  0.91193485E-01  0.83162516E-02  0.00000000E+00    2.952450
 -2.425  0.91454252E-01  0.83638801E-02  0.00000000E+00    2.940313
 -2.420  0.91726200E-01  0.84136958E-02  0.00000000E+00    2.928200
 -2.415  0.92009308E-01  0.84657128E-02  0.00000000E+00    2.916113
 -2.410  0.92303554E-01  0.85199462E-02  0.00000000E+00    2.904050
 -2.405  0.92608919E-01  0.85764119E-02  0.00000000E+00    2.892013
 -2.400  0.92925383E-01  0.86351267E-02  0.00000000E+00    2.880000
 -2.395  0.93252928E-01  0.86961085E-02  0.00000000E+00    2.868012
 -2.390  0.93591537E-01  0.87593758E-02  0.00000000E+00    2.856050
 -2.385  0.93941195E-01  0.88249482E-02  0.00000000E+00    2.844113
 -2.380  0.94301888E-01  0.88928460E-02  0.00000000E+00    2.832200
 -2.375  0.94673600E-01  0.89630905E-02  0.00000000E+00    2.820313
 -2.370  0.95056320E-01  0.90357039E-02  0.00000000E+00    2.808450
 -2.365  0.95450035E-01  0.91107091E-02  0.00000000E+00    2.796613
 -2.360  0.95854734E-01  0.91881300E-02  0.00000000E+00    2.784800
 -2.355  0.96270408E-01  0.92679914E-02  0.00000000E+00    2.773013
 -2.350  0.96697047E-01  0.93503189E-02  0.00000000E+00    2.761250
 -2.345  0.97134643E-01  0.94351389E-02  0.00000000E+00    2.749513
 -2.340  0.97583189E-01  0.95224787E-02  0.00000000E+00    2.737800
 -2.335  0.98042677E-01  0.96123666E-02  0.00000000E+00    2.726112
 -2.330  0.98513103E-01  0.97048315E-02  0.00000000E+00    2.714450
 -2.325  0.98994461E-01  0.97999034E-02  0.00000000E+00    2.702813
 -2.320  0.99486748E-01  0.98976129E-02  0.00000000E+00    2.691200
 -2.315  0.99989958E-01  0.99979918E-02  0.00000000E+00    2.679612
 -2.310  0.10050409E+00  0.10101072E-01  0.00000000E+00    2.668050
 -2.305  0.10102914E+00  0.10206888E-01  0.00000000E+00    2.656513
 -2.300  0.10156512E+00  0.10315473E-01  0.00000000E+00    2.645000
 -2.295  0.10211201E+00  0.10426862E-01  0.00000000E+00    2.633512
 -2.290  0.10266981E+00  0.10541091E-01  0.00000000E+00    2.622050
 -2.285  0.10323854E+00  0.10658196E-01  0.00000000E+00    2.610613
 -2.280  0.10381819E+00  0.10778216E-01  0.00000000E+00    2.599200
 -2.275  0.10440876E+00  0.10901189E-01  0.00000000E+00    2.587812
 -2.270  0.10501026E+00  0.11027154E-01  0.00000000E+00    2.576450
 -2.265  0.10562268E+00  0.11156151E-01  0.00000000E+00    2.565113
 -2.260  0.10624604E+00  0.11288221E-01  0.00000000E+00    2.553800
 -2.255  0.10688033E+00  0.11423405E-01  0.00000000E+00    2.542512
 -2.250  0.10752557E+00  0.11561748E-01  0.00000000E+00    2.531250
 -2.245  0.10818175E+00  0.11703292E-01  0.00000000E+00    2.520013
 -2.240  0.10884889E+00  0.11848081E-01  0.00000000E+00    2.508800
 -2.235  0.10952699E+00  0.11996161E-01  0.00000000E+00    2.497612
 -2.230  0.11021605E+00  0.12147578E-01  0.00000000E+00    2.486450
 -2.225  0.11091609E+00  0.12302379E-01  0.00000000E+00    2.475313
 -2.220  0.11162711E+00  0.12460612E-01  0.00000000E+00    2.464200
 -2.215  0.11234912E+00  0.12622325E-01  0.00000000E+00    2.453112
 -2.210  0.11308213E+00  0.12787569E-01  0.00000000E+00    2.442050
 -2.205  0.11382615E+00  0.12956394E-01  0.00000000E+00    2.431013
 -2.200  0.11458119E+00  0.13128850E-01  0.00000000E+00    2.420000
 -2.195  0.11534726E+00  0.13304991E-01  0.00000000E+00    2.409012
 -2.190  0.11612437E+00  0.13484869E-01  0.00000000E+00    2.398050
 -2.185  0.11691252E+00  0.13668538E-01  0.00000000E+00    2.387113
 -2.180  0.11771174E+00  0.13856053E-01  0.00000000E+00    2.376200
 -2.175  0.11852203E+00  0.14047471E-01  0.00000000E+00    2.365313
 -2.170  0.11934340E+00  0.14242847E-01  0.00000000E+00    2.354450
 -2.165  0.12017587E+00  0.14442239E-01  0.00000000E+00    2.343612
 -2.160  0.12101944E+00  0.14645705E-01  0.00000000E+00    2.332800
 -2.155  0.12187414E+00  0.14853305E-01  0.00000000E+00    2.322013
 -2.150  0.12273997E+00  0.15065099E-01  0.00000000E+00    2.311250
 -2.145  0.12361694E+00  0.15281148E-01  0.00000000E+00    2.300512
 -2.140  0.12450508E+00  0.15501514E-01  0.00000000E+00    2.289800
 -2.135  0.12540438E+00  0.15726260E-01  0.00000000E+00    2.279113
 -2.130  0.12631488E+00  0.15955449E-01  0.00000000E+00    2.268450
 -2.125  0.12723658E+00  0.16189146E-01  0.00000000E+00    2.257813
 -2.120  0.12816949E+00  0.16427417E-01  0.00000000E+00    2.247200
 -2.115  0.12911362E+00  0.16670328E-01  0.00000000E+00    2.236613
 -2.110  0.13006901E+00  0.16917947E-01  0.00000000E+00    2.226050
 -2.105  0.13103565E+00  0.17170341E-01  0.00000000E+00    2.215512
 -2.100  0.13201356E+00  0.17427580E-01  0.00000000E+00    2.205000
 -2.095  0.13300276E+00  0.17689734E-01  0.00000000E+00    2.194513
 -2.090  0.13400326E+00  0.17956874E-01  0.00000000E+00    2.184050
 -2.085  0.13501508E+00  0.18229072E-01  0.00000000E+00    2.173612
 -2.080  0.13603823E+00  0.18506400E-01  0.00000000E+00    2.163200
 -2.075  0.13707273E+00  0.18788933E-01  0.00000000E+00    2.152813
 -2.070  0.13811859E+00  0.19076745E-01  0.00000000E+00    2.142450
 -2.065  0.13917583E+00  0.19369910E-01  0.00000000E+00    2.132112
 -2.060  0.14024445E+00  0.19668507E-01  0.00000000E+00    2.121800
 -2.055  0.14132449E+00  0.19972612E-01  0.00000000E+00    2.111513
 -2.050  0.14241595E+00  0.20282303E-01  0.00000000E+00    2.101250
 -2.045  0.14351885E+00  0.20597660E-01  0.00000000E+00    2.091012
 -2.040  0.14463320E+00  0.20918762E-01  0.00000000E+00    2.080800
 -2.035  0.14575902E+00  0.21245691E-01  0.00000000E+00    2.070613
 -2.030  0.14689632E+00  0.21578528E-01  0.00000000E+00    2.060450
 -2.025  0.14804512E+00  0.21917356E-01  0.00000000E+00    2.050312
 -2.020  0.14920543E+00  0.22262260E-01  0.00000000E+00    2.040200
 -2.015  0.15037727E+00  0.22613322E-01  0.00000000E+00    2.030113
 -2.010  0.15156065E+00  0.22970630E-01  0.00000000E+00    2.020050
 -2.005  0.15275559E+00  0.23334269E-01  0.00000000E+00    2.010012
 -2.000  0.15396210E+00  0.23704327E-01  0.00000000E+00    2.000000
 -1.995  0.15518019E+00  0.24080892E-01  0.00000000E+00    1.990013
 -1.990  0.15640989E+00  0.24464053E-01  0.00000000E+00    1.980050
 -1.985  0.15765120E+00  0.24853900E-01  0.00000000E+00    1.970113
 -1.980  0.15890413E+00  0.25250524E-01  0.00000000E+00    1.960200
 -1.975  0.16016871E+00  0.25654016E-01  0.00000000E+00    1.950313
 -1.970  0.16144494E+00  0.26064470E-01  0.00000000E+00    1.940450
 -1.965  0.16273284E+00  0.26481979E-01  0.00000000E+00    1.930613
 -1.960  0.16403243E+00  0.26906637E-01  0.00000000E+00    1.920800
 -1.955  0.16534370E+00  0.27338540E-01  0.00000000E+00    1.911013
 -1.950  0.16666668E+00  0.27777784E-01  0.00000000E+00    1.901250
 -1.945  0.16800139E+00  0.28224466E-01  0.00000000E+00    1.891513
 -1.940  0.16934782E+00  0.28678683E-01  0.00000000E+00    1.881800
 -1.935  0.17070599E+00  0.29140536E-01  0.00000000E+00    1.872113
 -1.930  0.17207592E+00  0.29610122E-01  0.00000000E+00    1.862450
 -1.925  0.17345761E+00  0.30087544E-01  0.00000000E+00    1.852813
 -1.920  0.17485108E+00  0.30572902E-01  0.00000000E+00    1.843200
 -1.915  0.17625634E+00  0.31066298E-01  0.00000000E+00    1.833613
 -1.910  0.17767339E+00  0.31567835E-01  0.00000000E+00    1.824050
 -1.905  0.17910225E+00  0.32077618E-01  0.00000000E+00    1.814512
 -1.900  0.18054293E+00  0.32595750E-01  0.00000000E+00    1.805000
 -1.895  0.18199543E+00  0.33122338E-01  0.00000000E+00    1.795513
 -1.890  0.18345977E+00  0.33657487E-01  0.00000000E+00    1.786050
 -1.885  0.18493595E+00  0.34201306E-01  0.00000000E+00    1.776612
 -1.880  0.18642398E+00  0.34753900E-01  0.00000000E+00    1.767200
 -1.875  0.18792387E+00  0.35315380E-01  0.00000000E+00    1.757813
 -1.870  0.18943562E+00  0.35885855E-01  0.00000000E+00    1.748450
 -1.865  0.19095925E+00  0.36465435E-01  0.00000000E+00    1.739113
 -1.860  0.19249476E+00  0.37054231E-01  0.00000000E+00    1.729800
 -1.855  0.19404215E+00  0.37652354E-01  0.00000000E+00    1.720512
 -1.850  0.19560143E+00  0.38259918E-01  0.00000000E+00    1.711250
 -1.845  0.19717260E+00  0.38877035E-01  0.00000000E+00    1.702012
 -1.840  0.19875568E+00  0.39503819E-01  0.00000000E+00    1.692800
 -1.835  0.20035065E+00  0.40140384E-01  0.00000000E+00    1.683612
 -1.830  0.20195754E+00  0.40786847E-01  0.00000000E+00    1.674450
 -1.825  0.20357633E+00  0.41443324E-01  0.00000000E+00    1.665312
 -1.820  0.20520704E+00  0.42109930E-01  0.00000000E+00    1.656200
 -1.815  0.20684966E+00  0.42786783E-01  0.00000000E+00    1.647112
 -1.810  0.20850420E+00  0.43474002E-01  0.00000000E+00    1.638050
 -1.805  0.21017065E+00  0.44171704E-01  0.00000000E+00    1.629012
 -1.800  0.21184903E+00  0.44880009E-01  0.00000000E+00    1.620000
 -1.795  0.21353931E+00  0.45599038E-01  0.00000000E+00    1.611012
 -1.790  0.21524152E+00  0.46328910E-01  0.00000000E+00    1.602050
 -1.785  0.21695563E+00  0.47069747E-01  0.00000000E+00    1.593113
 -1.780  0.21868166E+00  0.47821669E-01  0.00000000E+00    1.584200
 -1.775  0.22041960E+00  0.48584800E-01  0.00000000E+00    1.575313
 -1.770  0.22216945E+00  0.49359262E-01  0.00000000E+00    1.566450
 -1.765  0.22393119E+00  0.50145179E-01  0.00000000E+00    1.557613
 -1.760  0.22570484E+00  0.50942673E-01  0.00000000E+00    1.548800
 -1.755  0.22749037E+00  0.51751870E-01  0.00000000E+00    1.540013
 -1.750  0.22928780E+00  0.52572894E-01  0.00000000E+00    1.531250
 -1.745  0.23109710E+00  0.53405870E-01  0.00000000E+00    1.522513
 -1.740  0.23291828E+00  0.54250923E-01  0.00000000E+00    1.513800
 -1.735  0.23475132E+00  0.55108181E-01  0.00000000E+00    1.505113
 -1.730  0.23659621E+00  0.55977769E-01  0.00000000E+00    1.496450
 -1.725  0.23845296E+00  0.56859813E-01  0.00000000E+00    1.487813
 -1.720  0.24032154E+00  0.57754442E-01  0.00000000E+00    1.479200
 -1.715  0.24220195E+00  0.58661783E-01  0.00000000E+00    1.470613
 -1.710  0.24409417E+00  0.59581963E-01  0.00000000E+00    1.462050
 -1.705  0.24599819E+00  0.60515111E-01  0.00000000E+00    1.453513
 -1.700  0.24791401E+00  0.61461355E-01  0.00000000E+00    1.445000
 -1.695  0.24984160E+00  0.62420824E-01  0.00000000E+00    1.436513
 -1.690  0.25178095E+00  0.63393647E-01  0.00000000E+00    1.428050
 -1.685  0.25373205E+00  0.64379952E-01  0.00000000E+00    1.419613
 -1.680  0.25569488E+00  0.65379870E-01  0.00000000E+00    1.411200
 -1.675  0.25766942E+00  0.66393529E-01  0.00000000E+00    1.402813
 -1.670  0.25965565E+00  0.67421059E-01  0.00000000E+00    1.394450
 -1.665  0.26165357E+00  0.68462590E-01  0.00000000E+00    1.386113
 -1.660  0.26366314E+00  0.69518252E-01  0.00000000E+00    1.377800
 -1.655  0.26568435E+00  0.70588175E-01  0.00000000E+00    1.369513
 -1.650  0.26771718E+00  0.71672489E-01  0.00000000E+00    1.361250
 -1.645  0.26976160E+00  0.72771323E-01  0.00000000E+00    1.353012
 -1.640  0.27181760E+00  0.73884808E-01  0.00000000E+00    1.344800
 -1.635  0.27388515E+00  0.75013074E-01  0.00000000E+00    1.336612
 -1.630  0.27596422E+00  0.76156250E-01  0.00000000E+00    1.328450
 -1.625  0.27805479E+00  0.77314466E-01  0.00000000E+00    1.320313
 -1.620  0.28015683E+00  0.78487852E-01  0.00000000E+00    1.312200
 -1.615  0.28227033E+00  0.79676538E-01  0.00000000E+00    1.304113
 -1.610  0.28439524E+00  0.80880652E-01  0.00000000E+00    1.296050
 -1.605  0.28653154E+00  0.82100325E-01  0.00000000E+00    1.288013
 -1.600  0.28867921E+00  0.83335684E-01  0.00000000E+00    1.280000
 -1.595  0.29083820E+00  0.84586859E-01  0.00000000E+00    1.272012
 -1.590  0.29300850E+00  0.85853978E-01  0.00000000E+00    1.264050
 -1.585  0.29519006E+00  0.87137169E-01  0.00000000E+00    1.256112
 -1.580  0.29738285E+00  0.88436560E-01  0.00000000E+00    1.248200
 -1.575  0.29958684E+00  0.89752277E-01  0.00000000E+00    1.240312
 -1.570  0.30180200E+00  0.91084449E-01  0.00000000E+00    1.232450
 -1.565  0.30402829E+00  0.92433200E-01  0.00000000E+00    1.224612
 -1.560  0.30626567E+00  0.93798658E-01  0.00000000E+00    1.216800
 -1.555  0.30851410E+00  0.95180948E-01  0.00000000E+00    1.209012
 -1.550  0.31077354E+00  0.96580194E-01  0.00000000E+00    1.201250
 -1.545  0.31304396E+00  0.97996521E-01  0.00000000E+00    1.193512
 -1.540  0.31532531E+00  0.99430053E-01  0.00000000E+00    1.185800
 -1.535  0.31761756E+00  0.10088091E+00  0.00000000E+00    1.178113
 -1.530  0.31992065E+00  0.10234922E+00  0.00000000E+00    1.170450
 -1.525  0.32223455E+00  0.10383510E+00  0.00000000E+00    1.162813
 -1.520  0.32455920E+00  0.10533868E+00  0.00000000E+00    1.155200
 -1.515  0.32689457E+00  0.10686006E+00  0.00000000E+00    1.147613
 -1.510  0.32924061E+00  0.10839938E+00  0.00000000E+00    1.140050
 -1.505  0.33159726E+00  0.10995675E+00  0.00000000E+00    1.132513
 -1.500  0.33396449E+00  0.11153228E+00  0.00000000E+00    1.125000
 -1.495  0.33634223E+00  0.11312610E+00  0.00000000E+00    1.117513
 -1.490  0.33873045E+00  0.11473832E+00  0.00000000E+00    1.110050
 -1.485  0.34112908E+00  0.11636905E+00  0.00000000E+00    1.102613
 -1.480  0.34353807E+00  0.11801841E+00  0.00000000E+00    1.095200
 -1.475  0.34595738E+00  0.11968651E+00  0.00000000E+00    1.087813
 -1.470  0.34838694E+00  0.12137346E+00  0.00000000E+00    1.080450
 -1.465  0.35082669E+00  0.12307937E+00  0.00000000E+00    1.073113
 -1.460  0.35327659E+00  0.12480435E+00  0.00000000E+00    1.065800
 -1.455  0.35573657E+00  0.12654851E+00  0.00000000E+00    1.058513
 -1.450  0.35820657E+00  0.12831195E+00  0.00000000E+00    1.051250
 -1.445  0.36068654E+00  0.13009478E+00  0.00000000E+00    1.044013
 -1.440  0.36317641E+00  0.13189710E+00  0.00000000E+00    1.036800
 -1.435  0.36567611E+00  0.13371902E+00  0.00000000E+00    1.029613
 -1.430  0.36818559E+00  0.13556063E+00  0.00000000E+00    1.022450
 -1.425  0.37070478E+00  0.13742204E+00  0.00000000E+00    1.015313
 -1.420  0.37323362E+00  0.13930333E+00  0.00000000E+00    1.008200
 -1.415  0.37577203E+00  0.14120462E+00  0.00000000E+00    1.001113
 -1.410  0.37831995E+00  0.14312598E+00  0.00000000E+00    0.994050
 -1.405  0.38087731E+00  0.14506752E+00  0.00000000E+00    0.987013
 -1.400  0.38344404E+00  0.14702933E+00  0.00000000E+00    0.980000
 -1.395  0.38602007E+00  0.14901149E+00  0.00000000E+00    0.973013
 -1.390  0.38860532E+00  0.15101410E+00  0.00000000E+00    0.966050
 -1.385  0.39119973E+00  0.15303723E+00  0.00000000E+00    0.959113
 -1.380  0.39380322E+00  0.15508097E+00  0.00000000E+00    0.952200
 -1.375  0.39641570E+00  0.15714541E+00  0.00000000E+00    0.945313
 -1.370  0.39903712E+00  0.15923062E+00  0.00000000E+00    0.938450
 -1.365  0.40166738E+00  0.16133668E+00  0.00000000E+00    0.931612
 -1.360  0.40430641E+00  0.16346367E+00  0.00000000E+00    0.924800
 -1.355  0.40695413E+00  0.16561166E+00  0.00000000E+00    0.918013
