# x(i)     phi(i)          |phi(i)|**2   p_classical(i)    vpot(i)
 -5.000 -0.49219656E-11  0.24225745E-22  0.00000000E+00   12.500000
 -3.215  0.10786087E+00  0.11633968E-01  0.00000000E+00    5.168112
 -3.210  0.10903909E+00  0.11889523E-01  0.00000000E+00    5.152050
 -3.205  0.11022631E+00  0.12149839E-01  0.00000000E+00    5.136013
 -3.200  0.11142254E+00  0.12414983E-01  0.00000000E+00    5.120000
 -3.195  0.11262780E+00  0.12685022E-01  0.00000000E+00    5.104013
 -3.190  0.11384210E+00  0.12960023E-01  0.00000000E+00    5.088050
 -3.185  0.11506543E+00  0.13240054E-01  0.00000000E+00    5.072113
 -3.180  0.11629781E+00  0.13525181E-01  0.00000000E+00    5.056200
 -3.175  0.11753924E+00  0.13815472E-01  0.00000000E+00    5.040313
 -3.170  0.11878972E+00  0.14110997E-01  0.00000000E+00    5.024450
 -3.165  0.12004925E+00  0.14411823E-01  0.00000000E+00    5.008612
 -3.160  0.12131784E+00  0.14718019E-01  0.00000000E+00    4.992800
 -3.155  0.12259549E+00  0.15029654E-01  0.00000000E+00    4.977013
 -3.150  0.12388219E+00  0.15346797E-01  0.00000000E+00    4.961250
 -3.145  0.12517794E+00  0.15669517E-01  0.00000000E+00    4.945513
 -3.140  0.12648274E+00  0.15997883E-01  0.00000000E+00    4.929800
 -3.135  0.12779658E+00  0.16331965E-01  0.00000000E+00    4.914113
 -3.130  0.12911945E+00  0.16671834E-01  0.00000000E+00    4.898450
 -3.125  0.13045136E+00  0.17017557E-01  0.00000000E+00    4.882813
 -3.120  0.13179228E+00  0.17369206E-01  0.00000000E+00    4.867200
 -3.115  0.13314222E+00  0.17726850E-01  0.00000000E+00    4.851613
 -3.110  0.13450115E+00  0.18090560E-01  0.00000000E+00    4.836050
 -3.105  0.13586907E+00  0.18460404E-01  0.00000000E+00    4.820512
 -3.100  0.13724596E+00  0.18836452E-01  0.00000000E+00    4.805000
 -3.095  0.13863180E+00  0.19218776E-01  0.00000000E+00    4.789513
 -3.090  0.14002658E+00  0.19607444E-01  0.00000000E+00    4.774050
 -3.085  0.14143028E+00  0.20002525E-01  0.00000000E+00    4.758612
 -3.080  0.14284289E+00  0.20404090E-01  0.00000000E+00    4.743200
 -3.075  0.14426437E+00  0.20812208E-01  0.00000000E+00    4.727813
 -3.070  0.14569471E+00  0.21226948E-01  0.00000000E+00    4.712450
 -3.065  0.14713388E+00  0.21648378E-01  0.00000000E+00    4.697113
 -3.060  0.14858186E+00  0.22076568E-01  0.00000000E+00    4.681800
 -3.055  0.15003861E+00  0.22511586E-01  0.00000000E+00    4.666513
 -3.050  0.15150412E+00  0.22953499E-01  0.00000000E+00    4.651250
 -3.045  0.15297835E+00  0.23402377E-01  0.00000000E+00    4.636012
 -3.040  0.15446127E+00  0.23858285E-01  0.00000000E+00    4.620800
 -3.035  0.15595285E+00  0.24321291E-01  0.00000000E+00    4.605613
 -3.030  0.15745305E+00  0.24791462E-01  0.00000000E+00    4.590450
 -3.025  0.15896183E+00  0.25268863E-01  0.00000000E+00    4.575312
 -3.020  0.16047916E+00  0.25753560E-01  0.00000000E+00    4.560200
 -3.015  0.16200499E+00  0.26245618E-01  0.00000000E+00    4.545113
 -3.010  0.16353929E+00  0.26745101E-01  0.00000000E+00    4.530050
 -3.005  0.16508202E+00  0.27252073E-01  0.00000000E+00    4.515013
 -3.000  0.16663312E+00  0.27766597E-01  0.00000000E+00    4.500000
 -2.995  0.16819256E+00  0.28288736E-01  0.00000000E+00    4.485013
 -2.990  0.16976027E+00  0.28818551E-01  0.00000000E+00    4.470050
 -2.985  0.17133623E+00  0.29356102E-01  0.00000000E+00    4.455112
 -2.980  0.17292036E+00  0.29901451E-01  0.00000000E+00    4.440200
 -2.975  0.17451262E+00  0.30454656E-01  0.00000000E+00    4.425313
 -2.970  0.17611296E+00  0.31015776E-01  0.00000000E+00    4.410450
 -2.965  0.17772132E+00  0.31584867E-01  0.00000000E+00    4.395612
 -2.960  0.17933763E+00  0.32161986E-01  0.00000000E+00    4.380800
 -2.955  0.18096184E+00  0.32747189E-01  0.00000000E+00    4.366013
 -2.950  0.18259389E+00  0.33340529E-01  0.00000000E+00    4.351250
 -2.945  0.18423371E+00  0.33942060E-01  0.00000000E+00    4.336512
 -2.940  0.18588124E+00  0.34551834E-01  0.00000000E+00    4.321800
 -2.935  0.18753640E+00  0.35169901E-01  0.00000000E+00    4.307113
 -2.930  0.18919913E+00  0.35796312E-01  0.00000000E+00    4.292450
 -2.925  0.19086936E+00  0.36431113E-01  0.00000000E+00    4.277813
 -2.920  0.19254701E+00  0.37074352E-01  0.00000000E+00    4.263200
 -2.915  0.19423201E+00  0.37726075E-01  0.00000000E+00    4.248613
 -2.910  0.19592428E+00  0.38386324E-01  0.00000000E+00    4.234050
 -2.905  0.19762374E+00  0.39055144E-01  0.00000000E+00    4.219513
 -2.900  0.19933031E+00  0.39732574E-01  0.00000000E+00    4.205000
 -2.895  0.20104391E+00  0.40418654E-01  0.00000000E+00    4.190512
 -2.890  0.20276445E+00  0.41113422E-01  0.00000000E+00    4.176050
 -2.885  0.20449184E+00  0.41816914E-01  0.00000000E+00    4.161613
 -2.880  0.20622600E+00  0.42529164E-01  0.00000000E+00    4.147200
 -2.875  0.20796683E+00  0.43250204E-01  0.00000000E+00    4.132813
 -2.870  0.20971425E+00  0.43980065E-01  0.00000000E+00    4.118450
 -2.865  0.21146814E+00  0.44718775E-01  0.00000000E+00    4.104113
 -2.860  0.21322843E+00  0.45466362E-01  0.00000000E+00    4.089800
 -2.855  0.21499500E+00  0.46222850E-01  0.00000000E+00    4.075513
 -2.850  0.21676776E+00  0.46988262E-01  0.00000000E+00    4.061250
 -2.845  0.21854660E+00  0.47762618E-01  0.00000000E+00    4.047013
 -2.840  0.22033142E+00  0.48545936E-01  0.00000000E+00    4.032800
 -2.835  0.22212211E+00  0.49338234E-01  0.00000000E+00    4.018612
 -2.830  0.22391856E+00  0.50139524E-01  0.00000000E+00    4.004450
 -2.825  0.22572066E+00  0.50949818E-01  0.00000000E+00    3.990313
 -2.820  0.22752830E+00  0.51769125E-01  0.00000000E+00    3.976200
 -2.815  0.22934135E+00  0.52597453E-01  0.00000000E+00    3.962112
 -2.810  0.23115969E+00  0.53434804E-01  0.00000000E+00    3.948050
 -2.805  0.23298322E+00  0.54281182E-01  0.00000000E+00    3.934013
 -2.800  0.23481181E+00  0.55136585E-01  0.00000000E+00    3.920000
 -2.795  0.23664532E+00  0.56001009E-01  0.00000000E+00    3.906012
 -2.790  0.23848364E+00  0.56874448E-01  0.00000000E+00    3.892050
 -2.785  0.24032664E+00  0.57756892E-01  0.00000000E+00    3.878113
 -2.780  0.24217418E+00  0.58648331E-01  0.00000000E+00    3.864200
 -2.775  0.24402612E+00  0.59548749E-01  0.00000000E+00    3.850312
 -2.770  0.24588235E+00  0.60458129E-01  0.00000000E+00    3.836450
 -2.765  0.24774271E+00  0.61376449E-01  0.00000000E+00    3.822613
 -2.760  0.24960706E+00  0.62303686E-01  0.00000000E+00    3.808800
 -2.755  0.25147527E+00  0.63239813E-01  0.00000000E+00    3.795012
 -2.750  0.25334719E+00  0.64184801E-01  0.00000000E+00    3.781250
 -2.745  0.25522268E+00  0.65138615E-01  0.00000000E+00    3.767513
 -2.740  0.25710157E+00  0.66101219E-01  0.00000000E+00    3.753800
 -2.735  0.25898373E+00  0.67072574E-01  0.00000000E+00    3.740112
 -2.730  0.26086900E+00  0.68052637E-01  0.00000000E+00    3.726450
 -2.725  0.26275723E+00  0.69041360E-01  0.00000000E+00    3.712813
 -2.720  0.26464825E+00  0.70038694E-01  0.00000000E+00    3.699200
 -2.715  0.26654190E+00  0.71044585E-01  0.00000000E+00    3.685612
 -2.710  0.26843803E+00  0.72058977E-01  0.00000000E+00    3.672050
 -2.705  0.27033647E+00  0.73081807E-01  0.00000000E+00    3.658513
 -2.700  0.27223705E+00  0.74113013E-01  0.00000000E+00    3.645000
 -2.695  0.27413961E+00  0.75152525E-01  0.00000000E+00    3.631512
 -2.690  0.27604397E+00  0.76200271E-01  0.00000000E+00    3.618050
 -2.685  0.27794995E+00  0.77256177E-01  0.00000000E+00    3.604612
 -2.680  0.27985740E+00  0.78320163E-01  0.00000000E+00    3.591200
 -2.675  0.28176612E+00  0.79392144E-01  0.00000000E+00    3.577813
 -2.670  0.28367593E+00  0.80472034E-01  0.00000000E+00    3.564450
 -2.665  0.28558666E+00  0.81559741E-01  0.00000000E+00    3.551112
 -2.660  0.28749812E+00  0.82655169E-01  0.00000000E+00    3.537800
 -2.655  0.28941012E+00  0.83758220E-01  0.00000000E+00    3.524513
 -2.650  0.29132248E+00  0.84868789E-01  0.00000000E+00    3.511250
 -2.645  0.29323501E+00  0.85986768E-01  0.50721408E+01    3.498013
 -2.640  0.29514750E+00  0.87112046E-01  0.18267330E+01    3.484800
 -2.635  0.29705977E+00  0.88244506E-01  0.13363237E+01    3.471613
 -2.630  0.29897162E+00  0.89384028E-01  0.11044481E+01    3.458450
 -2.625  0.30088284E+00  0.90530486E-01  0.96263979E+00    3.445313
 -2.620  0.30279325E+00  0.91683752E-01  0.86452774E+00    3.432200
 -2.615  0.30470263E+00  0.92843692E-01  0.79148663E+00    3.419113
 -2.610  0.30661077E+00  0.94010167E-01  0.73439390E+00    3.406050
 -2.605  0.30851748E+00  0.95183036E-01  0.68818591E+00    3.393012
 -2.600  0.31042254E+00  0.96362152E-01  0.64979691E+00    3.380000
 -2.595  0.31232573E+00  0.97547363E-01  0.61724790E+00    3.367013
 -2.590  0.31422685E+00  0.98738514E-01  0.58919672E+00    3.354050
 -2.585  0.31612568E+00  0.99935443E-01  0.56469675E+00    3.341112
 -2.580  0.31802199E+00  0.10113799E+00  0.54305860E+00    3.328200
 -2.575  0.31991557E+00  0.10234597E+00  0.52376673E+00    3.315313
 -2.570  0.32180620E+00  0.10355923E+00  0.50642687E+00    3.302450
 -2.565  0.32369365E+00  0.10477758E+00  0.49073164E+00    3.289613
 -2.560  0.32557770E+00  0.10600084E+00  0.47643740E+00    3.276800
 -2.555  0.32745811E+00  0.10722881E+00  0.46334820E+00    3.264013
 -2.550  0.32933466E+00  0.10846132E+00  0.45130440E+00    3.251250
 -2.545  0.33120711E+00  0.10969815E+00  0.44017449E+00    3.238512
 -2.540  0.33307523E+00  0.11093911E+00  0.42984898E+00    3.225800
 -2.535  0.33493879E+00  0.11218399E+00  0.42023592E+00    3.213113
 -2.530  0.33679754E+00  0.11343258E+00  0.41125741E+00    3.200450
 -2.525  0.33865125E+00  0.11468467E+00  0.40284698E+00    3.187812
 -2.520  0.34049967E+00  0.11594003E+00  0.39494749E+00    3.175200
 -2.515  0.34234257E+00  0.11719843E+00  0.38750956E+00    3.162613
 -2.510  0.34417969E+00  0.11845966E+00  0.38049021E+00    3.150050
 -2.505  0.34601078E+00  0.11972346E+00  0.37385189E+00    3.137512
 -2.500  0.34783561E+00  0.12098961E+00  0.36756157E+00    3.125000
 -2.495  0.34965391E+00  0.12225786E+00  0.36159011E+00    3.112513
 -2.490  0.35146544E+00  0.12352796E+00  0.35591166E+00    3.100050
 -2.485  0.35326994E+00  0.12479965E+00  0.35050323E+00    3.087612
 -2.480  0.35506716E+00  0.12607269E+00  0.34534425E+00    3.075200
 -2.475  0.35685684E+00  0.12734680E+00  0.34041631E+00    3.062813
 -2.470  0.35863872E+00  0.12862173E+00  0.33570281E+00    3.050450
 -2.465  0.36041253E+00  0.12989719E+00  0.33118879E+00    3.038112
 -2.460  0.36217802E+00  0.13117292E+00  0.32686072E+00    3.025800
 -2.455  0.36393493E+00  0.13244863E+00  0.32270631E+00    3.013513
 -2.450  0.36568298E+00  0.13372404E+00  0.31871437E+00    3.001250
 -2.445  0.36742192E+00  0.13499886E+00  0.31487470E+00    2.989012
 -2.440  0.36915146E+00  0.13627280E+00  0.31117798E+00    2.976800
 -2.435  0.37087135E+00  0.13754556E+00  0.30761566E+00    2.964613
 -2.430  0.37258132E+00  0.13881684E+00  0.30417989E+00    2.952450
 -2.425  0.37428108E+00  0.14008633E+00  0.30086345E+00    2.940313
 -2.420  0.37597037E+00  0.14135372E+00  0.29765968E+00    2.928200
 -2.415  0.37764891E+00  0.14261870E+00  0.29456243E+00    2.916113
 -2.410  0.37931643E+00  0.14388095E+00  0.29156601E+00    2.904050
 -2.405  0.38097264E+00  0.14514015E+00  0.28866514E+00    2.892013
 -2.400  0.38261727E+00  0.14639598E+00  0.28585494E+00    2.880000
 -2.395  0.38425004E+00  0.14764810E+00  0.28313084E+00    2.868012
 -2.390  0.38587067E+00  0.14889618E+00  0.28048861E+00    2.856050
 -2.385  0.38747888E+00  0.15013988E+00  0.27792430E+00    2.844113
 -2.380  0.38907438E+00  0.15137887E+00  0.27543421E+00    2.832200
 -2.375  0.39065689E+00  0.15261280E+00  0.27301489E+00    2.820313
 -2.370  0.39222612E+00  0.15384133E+00  0.27066312E+00    2.808450
 -2.365  0.39378179E+00  0.15506410E+00  0.26837587E+00    2.796613
 -2.360  0.39532361E+00  0.15628076E+00  0.26615029E+00    2.784800
 -2.355  0.39685130E+00  0.15749095E+00  0.26398371E+00    2.773013
 -2.350  0.39836456E+00  0.15869432E+00  0.26187363E+00    2.761250
 -2.345  0.39986311E+00  0.15989050E+00  0.25981768E+00    2.749513
 -2.340  0.40134665E+00  0.16107913E+00  0.25781363E+00    2.737800
 -2.335  0.40281490E+00  0.16225984E+00  0.25585938E+00    2.726112
 -2.330  0.40426756E+00  0.16343226E+00  0.25395296E+00    2.714450
 -2.325  0.40570434E+00  0.16459601E+00  0.25209247E+00    2.702813
 -2.320  0.40712495E+00  0.16575073E+00  0.25027615E+00    2.691200
 -2.315  0.40852910E+00  0.16689603E+00  0.24850233E+00    2.679612
 -2.310  0.40991649E+00  0.16803153E+00  0.24676939E+00    2.668050
 -2.305  0.41128683E+00  0.16915686E+00  0.24507585E+00    2.656513
 -2.300  0.41263983E+00  0.17027163E+00  0.24342026E+00    2.645000
 -2.295  0.41397518E+00  0.17137545E+00  0.24180126E+00    2.633512
 -2.290  0.41529260E+00  0.17246794E+00  0.24021757E+00    2.622050
 -2.285  0.41659179E+00  0.17354872E+00  0.23866794E+00    2.610613
 -2.280  0.41787245E+00  0.17461739E+00  0.23715122E+00    2.599200
 -2.275  0.41913430E+00  0.17567356E+00  0.23566627E+00    2.587812
 -2.270  0.42037703E+00  0.17671684E+00  0.23421205E+00    2.576450
 -2.265  0.42160034E+00  0.17774685E+00  0.23278753E+00    2.565113
 -2.260  0.42280395E+00  0.17876318E+00  0.23139174E+00    2.553800
 -2.255  0.42398756E+00  0.17976545E+00  0.23002377E+00    2.542512
 -2.250  0.42515087E+00  0.18075326E+00  0.22868273E+00    2.531250
 -2.245  0.42629358E+00  0.18172622E+00  0.22736778E+00    2.520013
 -2.240  0.42741541E+00  0.18268394E+00  0.22607810E+00    2.508800
 -2.235  0.42851606E+00  0.18362601E+00  0.22481292E+00    2.497612
 -2.230  0.42959523E+00  0.18455206E+00  0.22357151E+00    2.486450
 -2.225  0.43065263E+00  0.18546169E+00  0.22235315E+00    2.475313
 -2.220  0.43168796E+00  0.18635450E+00  0.22115717E+00    2.464200
 -2.215  0.43270094E+00  0.18723011E+00  0.21998290E+00    2.453112
 -2.210  0.43369127E+00  0.18808812E+00  0.21882973E+00    2.442050
 -2.205  0.43465866E+00  0.18892815E+00  0.21769705E+00    2.431013
 -2.200  0.43560282E+00  0.18974981E+00  0.21658428E+00    2.420000
 -2.195  0.43652345E+00  0.19055272E+00  0.21549088E+00    2.409012
 -2.190  0.43742028E+00  0.19133650E+00  0.21441630E+00    2.398050
 -2.185  0.43829300E+00  0.19210075E+00  0.21336003E+00    2.387113
 -2.180  0.43914133E+00  0.19284511E+00  0.21232159E+00    2.376200
 -2.175  0.43996499E+00  0.19356920E+00  0.21130049E+00    2.365313
 -2.170  0.44076369E+00  0.19427263E+00  0.21029627E+00    2.354450
 -2.165  0.44153715E+00  0.19495505E+00  0.20930850E+00    2.343612
 -2.160  0.44228507E+00  0.19561608E+00  0.20833676E+00    2.332800
 -2.155  0.44300718E+00  0.19625536E+00  0.20738062E+00    2.322013
 -2.150  0.44370320E+00  0.19687253E+00  0.20643970E+00    2.311250
 -2.145  0.44437285E+00  0.19746723E+00  0.20551361E+00    2.300512
 -2.140  0.44501585E+00  0.19803911E+00  0.20460198E+00    2.289800
 -2.135  0.44563192E+00  0.19858781E+00  0.20370447E+00    2.279113
 -2.130  0.44622079E+00  0.19911299E+00  0.20282073E+00    2.268450
 -2.125  0.44678218E+00  0.19961432E+00  0.20195042E+00    2.257813
 -2.120  0.44731582E+00  0.20009144E+00  0.20109322E+00    2.247200
 -2.115  0.44782144E+00  0.20054405E+00  0.20024883E+00    2.236613
 -2.110  0.44829878E+00  0.20097179E+00  0.19941695E+00    2.226050
 -2.105  0.44874756E+00  0.20137437E+00  0.19859727E+00    2.215512
 -2.100  0.44916752E+00  0.20175146E+00  0.19778954E+00    2.205000
 -2.095  0.44955839E+00  0.20210275E+00  0.19699346E+00    2.194513
 -2.090  0.44991992E+00  0.20242794E+00  0.19620879E+00    2.184050
 -2.085  0.45025185E+00  0.20272673E+00  0.19543526E+00    2.173612
 -2.080  0.45055392E+00  0.20299884E+00  0.19467263E+00    2.163200
 -2.075  0.45082587E+00  0.20324397E+00  0.19392065E+00    2.152813
 -2.070  0.45106746E+00  0.20346185E+00  0.19317910E+00    2.142450
 -2.065  0.45127843E+00  0.20365222E+00  0.19244775E+00    2.132112
 -2.060  0.45145854E+00  0.20381481E+00  0.19172639E+00    2.121800
 -2.055  0.45160753E+00  0.20394936E+00  0.19101479E+00    2.111513
 -2.050  0.45172518E+00  0.20405563E+00  0.19031277E+00    2.101250
 -2.045  0.45181123E+00  0.20413339E+00  0.18962010E+00    2.091012
 -2.040  0.45186545E+00  0.20418238E+00  0.18893661E+00    2.080800
 -2.035  0.45188761E+00  0.20420241E+00  0.18826211E+00    2.070613
 -2.030  0.45187747E+00  0.20419325E+00  0.18759641E+00    2.060450
 -2.025  0.45183481E+00  0.20415469E+00  0.18693933E+00    2.050312
 -2.020  0.45175940E+00  0.20408655E+00  0.18629070E+00    2.040200
 -2.015  0.45165101E+00  0.20398863E+00  0.18565036E+00    2.030113
 -2.010  0.45150943E+00  0.20386077E+00  0.18501813E+00    2.020050
 -2.005  0.45133444E+00  0.20370278E+00  0.18439387E+00    2.010012
 -2.000  0.45112583E+00  0.20351451E+00  0.18377742E+00    2.000000
 -1.995  0.45088338E+00  0.20329582E+00  0.18316863E+00    1.990013
 -1.990  0.45060689E+00  0.20304657E+00  0.18256734E+00    1.980050
 -1.985  0.45029616E+00  0.20276663E+00  0.18197343E+00    1.970113
 -1.980  0.44995098E+00  0.20245588E+00  0.18138675E+00    1.960200
 -1.975  0.44957116E+00  0.20211423E+00  0.18080716E+00    1.950313
 -1.970  0.44915651E+00  0.20174157E+00  0.18023454E+00    1.940450
 -1.965  0.44870683E+00  0.20133782E+00  0.17966876E+00    1.930613
 -1.960  0.44822194E+00  0.20090291E+00  0.17910969E+00    1.920800
 -1.955  0.44770167E+00  0.20043678E+00  0.17855721E+00    1.911013
 -1.950  0.44714582E+00  0.19993938E+00  0.17801120E+00    1.901250
 -1.945  0.44655423E+00  0.19941068E+00  0.17747156E+00    1.891513
 -1.940  0.44592673E+00  0.19885064E+00  0.17693815E+00    1.881800
 -1.935  0.44526314E+00  0.19825927E+00  0.17641088E+00    1.872113
 -1.930  0.44456332E+00  0.19763654E+00  0.17588965E+00    1.862450
 -1.925  0.44382709E+00  0.19698249E+00  0.17537433E+00    1.852813
 -1.920  0.44305432E+00  0.19629713E+00  0.17486484E+00    1.843200
 -1.915  0.44224484E+00  0.19558050E+00  0.17436107E+00    1.833613
 -1.910  0.44139851E+00  0.19483265E+00  0.17386292E+00    1.824050
 -1.905  0.44051520E+00  0.19405364E+00  0.17337031E+00    1.814512
 -1.900  0.43959476E+00  0.19324355E+00  0.17288313E+00    1.805000
 -1.895  0.43863707E+00  0.19240248E+00  0.17240131E+00    1.795513
 -1.890  0.43764199E+00  0.19153051E+00  0.17192474E+00    1.786050
 -1.885  0.43660941E+00  0.19062778E+00  0.17145335E+00    1.776612
 -1.880  0.43553921E+00  0.18969440E+00  0.17098704E+00    1.767200
 -1.875  0.43443128E+00  0.18873053E+00  0.17052575E+00    1.757813
 -1.870  0.43328550E+00  0.18773632E+00  0.17006938E+00    1.748450
 -1.865  0.43210177E+00  0.18671194E+00  0.16961786E+00    1.739113
 -1.860  0.43088000E+00  0.18565758E+00  0.16917111E+00    1.729800
 -1.855  0.42962010E+00  0.18457343E+00  0.16872906E+00    1.720512
 -1.850  0.42832197E+00  0.18345971E+00  0.16829163E+00    1.711250
 -1.845  0.42698553E+00  0.18231664E+00  0.16785876E+00    1.702012
 -1.840  0.42561071E+00  0.18114448E+00  0.16743036E+00    1.692800
 -1.835  0.42419743E+00  0.17994346E+00  0.16700638E+00    1.683612
 -1.830  0.42274562E+00  0.17871386E+00  0.16658674E+00    1.674450
 -1.825  0.42125523E+00  0.17745597E+00  0.16617139E+00    1.665312
 -1.820  0.41972619E+00  0.17617008E+00  0.16576025E+00    1.656200
 -1.815  0.41815846E+00  0.17485650E+00  0.16535326E+00    1.647112
 -1.810  0.41655200E+00  0.17351557E+00  0.16495036E+00    1.638050
 -1.805  0.41490675E+00  0.17214761E+00  0.16455149E+00    1.629012
 -1.800  0.41322268E+00  0.17075299E+00  0.16415659E+00    1.620000
 -1.795  0.41149978E+00  0.16933207E+00  0.16376560E+00    1.611012
 -1.790  0.40973801E+00  0.16788523E+00  0.16337848E+00    1.602050
 -1.785  0.40793735E+00  0.16641288E+00  0.16299515E+00    1.593113
 -1.780  0.40609781E+00  0.16491543E+00  0.16261557E+00    1.584200
 -1.775  0.40421936E+00  0.16339329E+00  0.16223968E+00    1.575313
 -1.770  0.40230201E+00  0.16184691E+00  0.16186743E+00    1.566450
 -1.765  0.40034577E+00  0.16027674E+00  0.16149878E+00    1.557613
 -1.760  0.39835065E+00  0.15868324E+00  0.16113366E+00    1.548800
 -1.755  0.39631667E+00  0.15706690E+00  0.16077203E+00    1.540013
 -1.750  0.39424384E+00  0.15542821E+00  0.16041385E+00    1.531250
 -1.745  0.39213221E+00  0.15376767E+00  0.16005906E+00    1.522513
 -1.740  0.38998181E+00  0.15208581E+00  0.15970762E+00    1.513800
 -1.735  0.38779268E+00  0.15038316E+00  0.15935949E+00    1.505113
 -1.730  0.38556487E+00  0.14866027E+00  0.15901461E+00    1.496450
 -1.725  0.38329844E+00  0.14691769E+00  0.15867294E+00    1.487813
 -1.720  0.38099344E+00  0.14515600E+00  0.15833445E+00    1.479200
 -1.715  0.37864995E+00  0.14337578E+00  0.15799909E+00    1.470613
 -1.710  0.37626803E+00  0.14157763E+00  0.15766682E+00    1.462050
 -1.705  0.37384778E+00  0.13976216E+00  0.15733760E+00    1.453513
 -1.700  0.37138927E+00  0.13792999E+00  0.15701139E+00    1.445000
 -1.695  0.36889260E+00  0.13608175E+00  0.15668814E+00    1.436513
 -1.690  0.36635787E+00  0.13421809E+00  0.15636783E+00    1.428050
 -1.685  0.36378519E+00  0.13233967E+00  0.15605041E+00    1.419613
 -1.680  0.36117467E+00  0.13044714E+00  0.15573585E+00    1.411200
 -1.675  0.35852643E+00  0.12854120E+00  0.15542411E+00    1.402813
 -1.670  0.35584059E+00  0.12662253E+00  0.15511516E+00    1.394450
 -1.665  0.35311729E+00  0.12469182E+00  0.15480895E+00    1.386113
 -1.660  0.35035667E+00  0.12274980E+00  0.15450547E+00    1.377800
 -1.655  0.34755888E+00  0.12079717E+00  0.15420466E+00    1.369513
 -1.650  0.34472406E+00  0.11883467E+00  0.15390651E+00    1.361250
 -1.645  0.34185237E+00  0.11686304E+00  0.15361097E+00    1.353012
 -1.640  0.33894399E+00  0.11488303E+00  0.15331801E+00    1.344800
 -1.635  0.33599909E+00  0.11289539E+00  0.15302761E+00    1.336612
 -1.630  0.33301784E+00  0.11090088E+00  0.15273974E+00    1.328450
 -1.625  0.33000043E+00  0.10890028E+00  0.15245436E+00    1.320313
 -1.620  0.32694706E+00  0.10689438E+00  0.15217144E+00    1.312200
 -1.615  0.32385792E+00  0.10488395E+00  0.15189095E+00    1.304113
 -1.610  0.32073323E+00  0.10286980E+00  0.15161287E+00    1.296050
 -1.605  0.31757319E+00  0.10085273E+00  0.15133716E+00    1.288013
 -1.600  0.31437803E+00  0.98833544E-01  0.15106381E+00    1.280000
 -1.595  0.31114797E+00  0.96813060E-01  0.15079278E+00    1.272012
 -1.590  0.30788325E+00  0.94792097E-01  0.15052404E+00    1.264050
 -1.585  0.30458411E+00  0.92771483E-01  0.15025757E+00    1.256112
 -1.580  0.30125080E+00  0.90752047E-01  0.14999334E+00    1.248200
 -1.575  0.29788358E+00  0.88734625E-01  0.14973134E+00    1.240312
 -1.570  0.29448269E+00  0.86720056E-01  0.14947152E+00    1.232450
 -1.565  0.29104842E+00  0.84709183E-01  0.14921387E+00    1.224612
 -1.560  0.28758104E+00  0.82702853E-01  0.14895836E+00    1.216800
 -1.555  0.28408082E+00  0.80701914E-01  0.14870498E+00    1.209012
 -1.550  0.28054807E+00  0.78707218E-01  0.14845369E+00    1.201250
 -1.545  0.27698307E+00  0.76719620E-01  0.14820447E+00    1.193512
 -1.540  0.27338613E+00  0.74739974E-01  0.14795730E+00    1.185800
 -1.535  0.26975755E+00  0.72769136E-01  0.14771216E+00    1.178113
 -1.530  0.26609766E+00  0.70807963E-01  0.14746903E+00    1.170450
 -1.525  0.26240677E+00  0.68857313E-01  0.14722788E+00    1.162813
 -1.520  0.25868522E+00  0.66918042E-01  0.14698869E+00    1.155200
 -1.515  0.25493334E+00  0.64991007E-01  0.14675145E+00    1.147613
 -1.510  0.25115147E+00  0.63077063E-01  0.14651612E+00    1.140050
 -1.505  0.24733997E+00  0.61177063E-01  0.14628270E+00    1.132513
 -1.500  0.24349920E+00  0.59291859E-01  0.14605116E+00    1.125000
 -1.495  0.23962950E+00  0.57422299E-01  0.14582147E+00    1.117513
 -1.490  0.23573126E+00  0.55569229E-01  0.14559363E+00    1.110050
 -1.485  0.23180486E+00  0.53733492E-01  0.14536762E+00    1.102613
 -1.480  0.22785066E+00  0.51915925E-01  0.14514340E+00    1.095200
 -1.475  0.22386907E+00  0.50117362E-01  0.14492097E+00    1.087813
 -1.470  0.21986048E+00  0.48338632E-01  0.14470031E+00    1.080450
 -1.465  0.21582529E+00  0.46580557E-01  0.14448140E+00    1.073113
 -1.460  0.21176392E+00  0.44843956E-01  0.14426422E+00    1.065800
 -1.455  0.20767676E+00  0.43129638E-01  0.14404875E+00    1.058513
 -1.450  0.20356426E+00  0.41438408E-01  0.14383498E+00    1.051250
 -1.445  0.19942683E+00  0.39771062E-01  0.14362289E+00    1.044013
 -1.440  0.19526492E+00  0.38128388E-01  0.14341247E+00    1.036800
 -1.435  0.19107895E+00  0.36511166E-01  0.14320369E+00    1.029613
 -1.430  0.18686939E+00  0.34920167E-01  0.14299654E+00    1.022450
 -1.425  0.18263667E+00  0.33356153E-01  0.14279100E+00    1.015313
 -1.420  0.17838126E+00  0.31819876E-01  0.14258707E+00    1.008200
 -1.415  0.17410364E+00  0.30312076E-01  0.14238471E+00    1.001113
 -1.410  0.16980425E+00  0.28833484E-01  0.14218393E+00    0.994050
 -1.405  0.16548359E+00  0.27384820E-01  0.14198470E+00    0.987013
 -1.400  0.16114214E+00  0.25966790E-01  0.14178701E+00    0.980000
 -1.395  0.15678039E+00  0.24580090E-01  0.14159084E+00    0.973013
 -1.390  0.15239882E+00  0.23225402E-01  0.14139618E+00    0.966050
