# x(i)     phi(i)          |phi(i)|**2   p_classical(i)    vpot(i)
 -5.000 -0.49219656E-11  0.24225745E-22  0.00000000E+00   12.500000
 -1.385  0.14799795E+00  0.21903394E-01  0.14120302E+00    0.959113
 -1.380  0.14357828E+00  0.20614722E-01  0.14101133E+00    0.952200
 -1.375  0.13914031E+00  0.19360027E-01  0.14082112E+00    0.945313
 -1.370  0.13468457E+00  0.18139935E-01  0.14063236E+00    0.938450
 -1.365  0.13021159E+00  0.16955057E-01  0.14044504E+00    0.931612
 -1.360  0.12572188E+00  0.15805991E-01  0.14025915E+00    0.924800
 -1.355  0.12121598E+00  0.14693314E-01  0.14007467E+00    0.918013
 -1.350  0.11669443E+00  0.13617591E-01  0.13989159E+00    0.911250
 -1.345  0.11215778E+00  0.12579369E-01  0.13970990E+00    0.904512
 -1.340  0.10760658E+00  0.11579176E-01  0.13952959E+00    0.897800
 -1.335  0.10304137E+00  0.10617525E-01  0.13935064E+00    0.891112
 -1.330  0.98462726E-01  0.96949084E-02  0.13917305E+00    0.884450
 -1.325  0.93871202E-01  0.88118026E-02  0.13899679E+00    0.877812
 -1.320  0.89267371E-01  0.79686635E-02  0.13882186E+00    0.871200
 -1.315  0.84651807E-01  0.71659284E-02  0.13864825E+00    0.864612
 -1.310  0.80025088E-01  0.64040147E-02  0.13847594E+00    0.858050
 -1.305  0.75387798E-01  0.56833201E-02  0.13830493E+00    0.851512
 -1.300  0.70740525E-01  0.50042219E-02  0.13813520E+00    0.845000
 -1.295  0.66083862E-01  0.43670768E-02  0.13796674E+00    0.838512
 -1.290  0.61418404E-01  0.37722204E-02  0.13779954E+00    0.832050
 -1.285  0.56744753E-01  0.32199670E-02  0.13763359E+00    0.825612
 -1.280  0.52063515E-01  0.27106096E-02  0.13746888E+00    0.819200
 -1.275  0.47375298E-01  0.22444189E-02  0.13730540E+00    0.812813
 -1.270  0.42680716E-01  0.18216435E-02  0.13714314E+00    0.806450
 -1.265  0.37980385E-01  0.14425097E-02  0.13698208E+00    0.800113
 -1.260  0.33274928E-01  0.11072208E-02  0.13682223E+00    0.793800
 -1.255  0.28564968E-01  0.81595740E-03  0.13666356E+00    0.787513
 -1.250  0.23851134E-01  0.56887660E-03  0.13650607E+00    0.781250
 -1.245  0.19134058E-01  0.36611217E-03  0.13634975E+00    0.775013
 -1.240  0.14414375E-01  0.20777420E-03  0.13619458E+00    0.768800
 -1.235  0.96927232E-02  0.93948883E-04  0.13604057E+00    0.762613
 -1.230  0.49697450E-02  0.24698365E-04  0.13588770E+00    0.756450
 -1.225  0.24608502E-03  0.60557837E-07  0.13573596E+00    0.750313
 -1.220 -0.44776088E-02  0.20048980E-04  0.13558534E+00    0.744200
 -1.215 -0.92006856E-02  0.84652615E-04  0.13543583E+00    0.738113
 -1.210 -0.13922492E-01  0.19383578E-03  0.13528743E+00    0.732050
 -1.205 -0.18642371E-01  0.34753801E-03  0.13514012E+00    0.726013
 -1.200 -0.23359665E-01  0.54567395E-03  0.13499391E+00    0.720000
 -1.195 -0.28073712E-01  0.78813330E-03  0.13484877E+00    0.714013
 -1.190 -0.32783848E-01  0.10747807E-02  0.13470470E+00    0.708050
 -1.185 -0.37489408E-01  0.14054557E-02  0.13456169E+00    0.702113
 -1.180 -0.42189723E-01  0.17799727E-02  0.13441973E+00    0.696200
 -1.175 -0.46884123E-01  0.21981210E-02  0.13427883E+00    0.690313
 -1.170 -0.51571938E-01  0.26596647E-02  0.13413896E+00    0.684450
 -1.165 -0.56252492E-01  0.31643428E-02  0.13400011E+00    0.678613
 -1.160 -0.60925110E-01  0.37118690E-02  0.13386230E+00    0.672800
 -1.155 -0.65589116E-01  0.43019322E-02  0.13372549E+00    0.667013
 -1.150 -0.70243832E-01  0.49341959E-02  0.13358969E+00    0.661250
 -1.145 -0.74888578E-01  0.56082991E-02  0.13345490E+00    0.655513
 -1.140 -0.79522672E-01  0.63238554E-02  0.13332109E+00    0.649800
 -1.135 -0.84145434E-01  0.70804541E-02  0.13318827E+00    0.644112
 -1.130 -0.88756180E-01  0.78776596E-02  0.13305642E+00    0.638450
 -1.125 -0.93354228E-01  0.87150119E-02  0.13292555E+00    0.632813
 -1.120 -0.97938892E-01  0.95920267E-02  0.13279564E+00    0.627200
 -1.115 -0.10250949E+00  0.10508195E-01  0.13266669E+00    0.621613
 -1.110 -0.10706533E+00  0.11462985E-01  0.13253868E+00    0.616050
 -1.105 -0.11160574E+00  0.12455841E-01  0.13241162E+00    0.610513
 -1.100 -0.11613002E+00  0.13486181E-01  0.13228549E+00    0.605000
 -1.095 -0.12063749E+00  0.14553404E-01  0.13216030E+00    0.599513
 -1.090 -0.12512747E+00  0.15656883E-01  0.13203602E+00    0.594050
 -1.085 -0.12959926E+00  0.16795969E-01  0.13191266E+00    0.588612
 -1.080 -0.13405219E+00  0.17969990E-01  0.13179022E+00    0.583200
 -1.075 -0.13848557E+00  0.19178253E-01  0.13166867E+00    0.577812
 -1.070 -0.14289872E+00  0.20420043E-01  0.13154802E+00    0.572450
 -1.065 -0.14729095E+00  0.21694623E-01  0.13142827E+00    0.567112
 -1.060 -0.15166158E+00  0.23001234E-01  0.13130940E+00    0.561800
 -1.055 -0.15600992E+00  0.24339097E-01  0.13119140E+00    0.556512
 -1.050 -0.16033531E+00  0.25707413E-01  0.13107429E+00    0.551250
 -1.045 -0.16463706E+00  0.27105362E-01  0.13095803E+00    0.546012
 -1.040 -0.16891450E+00  0.28532107E-01  0.13084264E+00    0.540800
 -1.035 -0.17316694E+00  0.29986788E-01  0.13072811E+00    0.535612
 -1.030 -0.17739371E+00  0.31468528E-01  0.13061443E+00    0.530450
 -1.025 -0.18159414E+00  0.32976433E-01  0.13050159E+00    0.525312
 -1.020 -0.18576757E+00  0.34509590E-01  0.13038959E+00    0.520200
 -1.015 -0.18991332E+00  0.36067069E-01  0.13027842E+00    0.515113
 -1.010 -0.19403072E+00  0.37647922E-01  0.13016808E+00    0.510050
 -1.005 -0.19811912E+00  0.39251187E-01  0.13005856E+00    0.505013
 -1.000 -0.20217785E+00  0.40875884E-01  0.12994986E+00    0.500000
 -0.995 -0.20620626E+00  0.42521020E-01  0.12984198E+00    0.495013
 -0.990 -0.21020368E+00  0.44185586E-01  0.12973490E+00    0.490050
 -0.985 -0.21416946E+00  0.45868559E-01  0.12962862E+00    0.485113
 -0.980 -0.21810297E+00  0.47568904E-01  0.12952314E+00    0.480200
 -0.975 -0.22200354E+00  0.49285571E-01  0.12941845E+00    0.475312
 -0.970 -0.22587053E+00  0.51017498E-01  0.12931455E+00    0.470450
 -0.965 -0.22970332E+00  0.52763613E-01  0.12921143E+00    0.465612
 -0.960 -0.23350125E+00  0.54522833E-01  0.12910908E+00    0.460800
 -0.955 -0.23726370E+00  0.56294062E-01  0.12900751E+00    0.456013
 -0.950 -0.24099004E+00  0.58076197E-01  0.12890671E+00    0.451250
 -0.945 -0.24467964E+00  0.59868125E-01  0.12880667E+00    0.446513
 -0.940 -0.24833188E+00  0.61668725E-01  0.12870739E+00    0.441800
 -0.935 -0.25194616E+00  0.63476867E-01  0.12860886E+00    0.437113
 -0.930 -0.25552185E+00  0.65291416E-01  0.12851109E+00    0.432450
 -0.925 -0.25905835E+00  0.67111228E-01  0.12841406E+00    0.427813
 -0.920 -0.26255505E+00  0.68935157E-01  0.12831777E+00    0.423200
 -0.915 -0.26601137E+00  0.70762049E-01  0.12822221E+00    0.418613
 -0.910 -0.26942670E+00  0.72590747E-01  0.12812739E+00    0.414050
 -0.905 -0.27280046E+00  0.74420090E-01  0.12803329E+00    0.409513
 -0.900 -0.27613206E+00  0.76248917E-01  0.12793992E+00    0.405000
 -0.895 -0.27942094E+00  0.78076060E-01  0.12784727E+00    0.400512
 -0.890 -0.28266651E+00  0.79900355E-01  0.12775534E+00    0.396050
 -0.885 -0.28586821E+00  0.81720634E-01  0.12766411E+00    0.391613
 -0.880 -0.28902548E+00  0.83535730E-01  0.12757360E+00    0.387200
 -0.875 -0.29213777E+00  0.85344478E-01  0.12748378E+00    0.382813
 -0.870 -0.29520453E+00  0.87145714E-01  0.12739467E+00    0.378450
 -0.865 -0.29822521E+00  0.88938277E-01  0.12730625E+00    0.374113
 -0.860 -0.30119928E+00  0.90721008E-01  0.12721853E+00    0.369800
 -0.855 -0.30412621E+00  0.92492755E-01  0.12713149E+00    0.365512
 -0.850 -0.30700548E+00  0.94252366E-01  0.12704513E+00    0.361250
 -0.845 -0.30983657E+00  0.95998700E-01  0.12695946E+00    0.357012
 -0.840 -0.31261897E+00  0.97730618E-01  0.12687446E+00    0.352800
 -0.835 -0.31535217E+00  0.99446991E-01  0.12679014E+00    0.348612
 -0.830 -0.31803568E+00  0.10114670E+00  0.12670649E+00    0.344450
 -0.825 -0.32066902E+00  0.10282862E+00  0.12662350E+00    0.340313
 -0.820 -0.32325169E+00  0.10449166E+00  0.12654118E+00    0.336200
 -0.815 -0.32578323E+00  0.10613472E+00  0.12645951E+00    0.332113
 -0.810 -0.32826317E+00  0.10775671E+00  0.12637851E+00    0.328050
 -0.805 -0.33069105E+00  0.10935657E+00  0.12629815E+00    0.324013
 -0.800 -0.33306641E+00  0.11093324E+00  0.12621844E+00    0.320000
 -0.795 -0.33538882E+00  0.11248566E+00  0.12613938E+00    0.316013
 -0.790 -0.33765783E+00  0.11401281E+00  0.12606096E+00    0.312050
 -0.785 -0.33987302E+00  0.11551367E+00  0.12598319E+00    0.308113
 -0.780 -0.34203397E+00  0.11698724E+00  0.12590604E+00    0.304200
 -0.775 -0.34414027E+00  0.11843253E+00  0.12582953E+00    0.300313
 -0.770 -0.34619151E+00  0.11984856E+00  0.12575366E+00    0.296450
 -0.765 -0.34818730E+00  0.12123439E+00  0.12567840E+00    0.292612
 -0.760 -0.35012725E+00  0.12258909E+00  0.12560377E+00    0.288800
 -0.755 -0.35201098E+00  0.12391173E+00  0.12552977E+00    0.285013
 -0.750 -0.35383813E+00  0.12520142E+00  0.12545638E+00    0.281250
 -0.745 -0.35560833E+00  0.12645729E+00  0.12538360E+00    0.277512
 -0.740 -0.35732124E+00  0.12767847E+00  0.12531144E+00    0.273800
 -0.735 -0.35897651E+00  0.12886413E+00  0.12523989E+00    0.270112
 -0.730 -0.36057380E+00  0.13001347E+00  0.12516894E+00    0.266450
 -0.725 -0.36211280E+00  0.13112568E+00  0.12509859E+00    0.262813
 -0.720 -0.36359319E+00  0.13220000E+00  0.12502885E+00    0.259200
 -0.715 -0.36501466E+00  0.13323570E+00  0.12495971E+00    0.255612
 -0.710 -0.36637692E+00  0.13423204E+00  0.12489116E+00    0.252050
 -0.705 -0.36767968E+00  0.13518834E+00  0.12482320E+00    0.248512
 -0.700 -0.36892266E+00  0.13610393E+00  0.12475583E+00    0.245000
 -0.695 -0.37010561E+00  0.13697816E+00  0.12468905E+00    0.241513
 -0.690 -0.37122825E+00  0.13781041E+00  0.12462286E+00    0.238050
 -0.685 -0.37229035E+00  0.13860010E+00  0.12455724E+00    0.234613
 -0.680 -0.37329166E+00  0.13934667E+00  0.12449221E+00    0.231200
 -0.675 -0.37423197E+00  0.14004957E+00  0.12442775E+00    0.227813
 -0.670 -0.37511105E+00  0.14070830E+00  0.12436387E+00    0.224450
 -0.665 -0.37592869E+00  0.14132238E+00  0.12430056E+00    0.221113
 -0.660 -0.37668470E+00  0.14189136E+00  0.12423782E+00    0.217800
 -0.655 -0.37737890E+00  0.14241483E+00  0.12417565E+00    0.214513
 -0.650 -0.37801110E+00  0.14289239E+00  0.12411404E+00    0.211250
 -0.645 -0.37858114E+00  0.14332368E+00  0.12405299E+00    0.208013
 -0.640 -0.37908887E+00  0.14370837E+00  0.12399251E+00    0.204800
 -0.635 -0.37953414E+00  0.14404616E+00  0.12393258E+00    0.201613
 -0.630 -0.37991682E+00  0.14433679E+00  0.12387321E+00    0.198450
 -0.625 -0.38023678E+00  0.14458001E+00  0.12381439E+00    0.195313
 -0.620 -0.38049391E+00  0.14477562E+00  0.12375613E+00    0.192200
 -0.615 -0.38068812E+00  0.14492344E+00  0.12369841E+00    0.189112
 -0.610 -0.38081930E+00  0.14502334E+00  0.12364124E+00    0.186050
 -0.605 -0.38088739E+00  0.14507520E+00  0.12358462E+00    0.183012
 -0.600 -0.38089230E+00  0.14507895E+00  0.12352853E+00    0.180000
 -0.595 -0.38083399E+00  0.14503453E+00  0.12347299E+00    0.177012
 -0.590 -0.38071240E+00  0.14494193E+00  0.12341799E+00    0.174050
 -0.585 -0.38052750E+00  0.14480118E+00  0.12336352E+00    0.171112
 -0.580 -0.38027927E+00  0.14461232E+00  0.12330959E+00    0.168200
 -0.575 -0.37996768E+00  0.14437544E+00  0.12325619E+00    0.165313
 -0.570 -0.37959274E+00  0.14409065E+00  0.12320333E+00    0.162450
 -0.565 -0.37915446E+00  0.14375810E+00  0.12315099E+00    0.159613
 -0.560 -0.37865285E+00  0.14337798E+00  0.12309917E+00    0.156800
 -0.555 -0.37808794E+00  0.14295049E+00  0.12304789E+00    0.154013
 -0.550 -0.37745979E+00  0.14247589E+00  0.12299712E+00    0.151250
 -0.545 -0.37676843E+00  0.14195445E+00  0.12294688E+00    0.148513
 -0.540 -0.37601393E+00  0.14138648E+00  0.12289716E+00    0.145800
 -0.535 -0.37519637E+00  0.14077232E+00  0.12284795E+00    0.143113
 -0.530 -0.37431584E+00  0.14011235E+00  0.12279926E+00    0.140450
 -0.525 -0.37337244E+00  0.13940698E+00  0.12275109E+00    0.137813
 -0.520 -0.37236626E+00  0.13865663E+00  0.12270342E+00    0.135200
 -0.515 -0.37129744E+00  0.13786179E+00  0.12265627E+00    0.132612
 -0.510 -0.37016610E+00  0.13702294E+00  0.12260963E+00    0.130050
 -0.505 -0.36897240E+00  0.13614063E+00  0.12256349E+00    0.127513
 -0.500 -0.36771647E+00  0.13521540E+00  0.12251786E+00    0.125000
 -0.495 -0.36639850E+00  0.13424786E+00  0.12247274E+00    0.122512
 -0.490 -0.36501864E+00  0.13323861E+00  0.12242812E+00    0.120050
 -0.485 -0.36357711E+00  0.13218831E+00  0.12238399E+00    0.117612
 -0.480 -0.36207408E+00  0.13109764E+00  0.12234037E+00    0.115200
 -0.475 -0.36050978E+00  0.12996730E+00  0.12229725E+00    0.112813
 -0.470 -0.35888442E+00  0.12879802E+00  0.12225462E+00    0.110450
 -0.465 -0.35719824E+00  0.12759058E+00  0.12221249E+00    0.108113
 -0.460 -0.35545148E+00  0.12634575E+00  0.12217085E+00    0.105800
 -0.455 -0.35364439E+00  0.12506436E+00  0.12212970E+00    0.103513
 -0.450 -0.35177725E+00  0.12374724E+00  0.12208904E+00    0.101250
 -0.445 -0.34985033E+00  0.12239526E+00  0.12204888E+00    0.099013
 -0.440 -0.34786392E+00  0.12100931E+00  0.12200919E+00    0.096800
 -0.435 -0.34581832E+00  0.11959031E+00  0.12197000E+00    0.094613
 -0.430 -0.34371383E+00  0.11813920E+00  0.12193129E+00    0.092450
 -0.425 -0.34155079E+00  0.11665694E+00  0.12189307E+00    0.090312
 -0.420 -0.33932951E+00  0.11514452E+00  0.12185533E+00    0.088200
 -0.415 -0.33705035E+00  0.11360294E+00  0.12181806E+00    0.086113
 -0.410 -0.33471366E+00  0.11203323E+00  0.12178128E+00    0.084050
 -0.405 -0.33231980E+00  0.11043645E+00  0.12174498E+00    0.082013
 -0.400 -0.32986914E+00  0.10881365E+00  0.12170915E+00    0.080000
 -0.395 -0.32736208E+00  0.10716593E+00  0.12167380E+00    0.078013
 -0.390 -0.32479901E+00  0.10549440E+00  0.12163893E+00    0.076050
 -0.385 -0.32218033E+00  0.10380017E+00  0.12160453E+00    0.074112
 -0.380 -0.31950647E+00  0.10208438E+00  0.12157060E+00    0.072200
 -0.375 -0.31677784E+00  0.10034820E+00  0.12153714E+00    0.070313
 -0.370 -0.31399490E+00  0.98592794E-01  0.12150415E+00    0.068450
 -0.365 -0.31115807E+00  0.96819347E-01  0.12147163E+00    0.066612
 -0.360 -0.30826784E+00  0.95029060E-01  0.12143958E+00    0.064800
 -0.355 -0.30532465E+00  0.93223144E-01  0.12140800E+00    0.063012
 -0.350 -0.30232900E+00  0.91402823E-01  0.12137688E+00    0.061250
 -0.345 -0.29928136E+00  0.89569334E-01  0.12134623E+00    0.059513
 -0.340 -0.29618224E+00  0.87723922E-01  0.12131604E+00    0.057800
 -0.335 -0.29303215E+00  0.85867841E-01  0.12128632E+00    0.056113
 -0.330 -0.28983160E+00  0.84002354E-01  0.12125705E+00    0.054450
 -0.325 -0.28658111E+00  0.82128734E-01  0.12122825E+00    0.052813
 -0.320 -0.28328123E+00  0.80248257E-01  0.12119990E+00    0.051200
 -0.315 -0.27993251E+00  0.78362208E-01  0.12117202E+00    0.049613
 -0.310 -0.27653549E+00  0.76471875E-01  0.12114459E+00    0.048050
 -0.305 -0.27309074E+00  0.74578550E-01  0.12111762E+00    0.046512
 -0.300 -0.26959883E+00  0.72683529E-01  0.12109111E+00    0.045000
 -0.295 -0.26606035E+00  0.70788110E-01  0.12106505E+00    0.043512
 -0.290 -0.26247589E+00  0.68893593E-01  0.12103945E+00    0.042050
 -0.285 -0.25884605E+00  0.67001277E-01  0.12101429E+00    0.040613
 -0.280 -0.25517144E+00  0.65112462E-01  0.12098960E+00    0.039200
 -0.275 -0.25145267E+00  0.63228444E-01  0.12096535E+00    0.037813
 -0.270 -0.24769037E+00  0.61350520E-01  0.12094155E+00    0.036450
 -0.265 -0.24388518E+00  0.59479981E-01  0.12091821E+00    0.035113
 -0.260 -0.24003774E+00  0.57618116E-01  0.12089531E+00    0.033800
 -0.255 -0.23614870E+00  0.55766206E-01  0.12087287E+00    0.032512
 -0.250 -0.23221871E+00  0.53925529E-01  0.12085087E+00    0.031250
 -0.245 -0.22824845E+00  0.52097355E-01  0.12082932E+00    0.030012
 -0.240 -0.22423859E+00  0.50282945E-01  0.12080821E+00    0.028800
 -0.235 -0.22018981E+00  0.48483552E-01  0.12078755E+00    0.027613
 -0.230 -0.21610280E+00  0.46700420E-01  0.12076734E+00    0.026450
 -0.225 -0.21197826E+00  0.44934783E-01  0.12074757E+00    0.025313
 -0.220 -0.20781689E+00  0.43187861E-01  0.12072824E+00    0.024200
 -0.215 -0.20361941E+00  0.41460863E-01  0.12070936E+00    0.023112
 -0.210 -0.19938652E+00  0.39754986E-01  0.12069092E+00    0.022050
 -0.205 -0.19511897E+00  0.38071412E-01  0.12067292E+00    0.021013
 -0.200 -0.19081747E+00  0.36411308E-01  0.12065537E+00    0.020000
 -0.195 -0.18648278E+00  0.34775826E-01  0.12063825E+00    0.019013
 -0.190 -0.18211562E+00  0.33166099E-01  0.12062158E+00    0.018050
 -0.185 -0.17771676E+00  0.31583247E-01  0.12060534E+00    0.017112
 -0.180 -0.17328695E+00  0.30028367E-01  0.12058955E+00    0.016200
 -0.175 -0.16882696E+00  0.28502542E-01  0.12057419E+00    0.015313
 -0.170 -0.16433755E+00  0.27006830E-01  0.12055927E+00    0.014450
 -0.165 -0.15981950E+00  0.25542273E-01  0.12054479E+00    0.013613
 -0.160 -0.15527359E+00  0.24109888E-01  0.12053075E+00    0.012800
 -0.155 -0.15070061E+00  0.22710674E-01  0.12051714E+00    0.012013
 -0.150 -0.14610135E+00  0.21345603E-01  0.12050397E+00    0.011250
 -0.145 -0.14147660E+00  0.20015627E-01  0.12049123E+00    0.010512
 -0.140 -0.13682716E+00  0.18721673E-01  0.12047893E+00    0.009800
 -0.135 -0.13215385E+00  0.17464641E-01  0.12046707E+00    0.009113
 -0.130 -0.12745748E+00  0.16245408E-01  0.12045564E+00    0.008450
 -0.125 -0.12273885E+00  0.15064824E-01  0.12044464E+00    0.007813
 -0.120 -0.11799879E+00  0.13923714E-01  0.12043408E+00    0.007200
 -0.115 -0.11323812E+00  0.12822872E-01  0.12042396E+00    0.006613
 -0.110 -0.10845767E+00  0.11763067E-01  0.12041426E+00    0.006050
 -0.105 -0.10365828E+00  0.10745039E-01  0.12040500E+00    0.005512
 -0.100 -0.98840776E-01  0.97694990E-02  0.12039617E+00    0.005000
 -0.095 -0.94005999E-01  0.88371279E-02  0.12038778E+00    0.004513
 -0.090 -0.89154792E-01  0.79485770E-02  0.12037981E+00    0.004050
 -0.085 -0.84288002E-01  0.71044672E-02  0.12037228E+00    0.003613
 -0.080 -0.79406476E-01  0.63053884E-02  0.12036518E+00    0.003200
 -0.075 -0.74511067E-01  0.55518990E-02  0.12035851E+00    0.002812
 -0.070 -0.69602628E-01  0.48445259E-02  0.12035227E+00    0.002450
 -0.065 -0.64682018E-01  0.41837635E-02  0.12034647E+00    0.002113
 -0.060 -0.59750096E-01  0.35700740E-02  0.12034109E+00    0.001800
 -0.055 -0.54807723E-01  0.30038865E-02  0.12033615E+00    0.001512
 -0.050 -0.49855762E-01  0.24855970E-02  0.12033163E+00    0.001250
 -0.045 -0.44895080E-01  0.20155682E-02  0.12032755E+00    0.001012
 -0.040 -0.39926544E-01  0.15941289E-02  0.12032390E+00    0.000800
 -0.035 -0.34951022E-01  0.12215739E-02  0.12032067E+00    0.000613
 -0.030 -0.29969385E-01  0.89816403E-03  0.12031788E+00    0.000450
 -0.025 -0.24982504E-01  0.62412549E-03  0.12031551E+00    0.000313
 -0.020 -0.19991251E-01  0.39965012E-03  0.12031358E+00    0.000200
 -0.015 -0.14996500E-01  0.22489502E-03  0.12031208E+00    0.000112
 -0.010 -0.99991250E-02  0.99982501E-04  0.12031100E+00    0.000050
 -0.005 -0.50000000E-02  0.25000000E-04  0.12031036E+00    0.000013
  0.000  0.00000000E+00  0.00000000E+00  0.12031014E+00    0.000000
  0.005  0.50000000E-02  0.25000000E-04  0.12031036E+00    0.000013
  0.010  0.99991250E-02  0.99982501E-04  0.12031100E+00    0.000050
  0.015  0.14996500E-01  0.22489502E-03  0.12031208E+00    0.000112
  0.020  0.19991251E-01  0.39965012E-03  0.12031358E+00    0.000200
  0.025  0.24982504E-01  0.62412549E-03  0.12031551E+00    0.000313
  0.030  0.29969385E-01  0.89816403E-03  0.12031788E+00    0.000450
  0.035  0.34951022E-01  0.12215739E-02  0.12032067E+00    0.000613
  0.040  0.39926544E-01  0.15941289E-02  0.12032390E+00    0.000800
  0.045  0.44895080E-01  0.20155682E-02  0.12032755E+00    0.001012
  0.050  0.49855762E-01  0.24855970E-02  0.12033163E+00    0.001250
  0.055  0.54807723E-01  0.30038865E-02  0.12033615E+00    0.001512
  0.060  0.59750096E-01  0.35700740E-02  0.12034109E+00    0.001800
  0.065  0.64682018E-01  0.41837635E-02  0.12034647E+00    0.002113
  0.070  0.69602628E-01  0.48445259E-02  0.12035227E+00    0.002450
  0.075  0.74511067E-01  0.55518990E-02  0.12035851E+00    0.002812
  0.080  0.79406476E-01  0.63053884E-02  0.12036518E+00    0.003200
  0.085  0.84288002E-01  0.71044672E-02  0.12037228E+00    0.003613
  0.090  0.89154792E-01  0.79485770E-02  0.12037981E+00    0.004050
  0.095  0.94005999E-01  0.88371279E-02  0.12038778E+00    0.004513
  0.100  0.98840776E-01  0.97694990E-02  0.12039617E+00    0.005000
  0.105  0.10365828E+00  0.10745039E-01  0.12040500E+00    0.005512
  0.110  0.10845767E+00  0.11763067E-01  0.12041426E+00    0.006050
  0.115  0.11323812E+00  0.12822872E-01  0.12042396E+00    0.006613
  0.120  0.11799879E+00  0.13923714E-01  0.12043408E+00    0.007200
  0.125  0.12273885E+00  0.15064824E-01  0.12044464E+00    0.007813
  0.130  0.12745748E+00  0.16245408E-01  0.12045564E+00    0.008450
  0.135  0.13215385E+00  0.17464641E-01  0.12046707E+00    0.009113
  0.140  0.13682716E+00  0.18721673E-01  0.12047893E+00    0.009800
  0.145  0.14147660E+00  0.20015627E-01  0.12049123E+00    0.010512
  0.150  0.14610135E+00  0.21345603E-01  0.12050397E+00    0.011250
  0.155  0.15070061E+00  0.22710674E-01  0.12051714E+00    0.012013
  0.160  0.15527359E+00  0.24109888E-01  0.12053075E+00    0.012800
  0.165  0.15981950E+00  0.25542273E-01  0.12054479E+00    0.013613
  0.170  0.16433755E+00  0.27006830E-01  0.12055927E+00    0.014450
  0.175  0.16882696E+00  0.28502542E-01  0.12057419E+00    0.015313
  0.180  0.17328695E+00  0.30028367E-01  0.12058955E+00    0.016200
  0.185  0.17771676E+00  0.31583247E-01  0.12060534E+00    0.017112
  0.190  0.18211562E+00  0.33166099E-01  0.12062158E+00    0.018050
  0.195  0.18648278E+00  0.34775826E-01  0.12063825E+00    0.019013
  0.200  0.19081747E+00  0.36411308E-01  0.12065537E+00    0.020000
  0.205  0.19511897E+00  0.38071412E-01  0.12067292E+00    0.021013
  0.210  0.19938652E+00  0.39754986E-01  0.12069092E+00    0.022050
  0.215  0.20361941E+00  0.41460863E-01  0.12070936E+00    0.023112
  0.220  0.20781689E+00  0.43187861E-01  0.12072824E+00    0.024200
  0.225  0.21197826E+00  0.44934783E-01  0.12074757E+00    0.025313
  0.230  0.21610280E+00  0.46700420E-01  0.12076734E+00    0.026450
  0.235  0.22018981E+00  0.48483552E-01  0.12078755E+00    0.027613
  0.240  0.22423859E+00  0.50282945E-01  0.12080821E+00    0.028800
  0.245  0.22824845E+00  0.52097355E-01  0.12082932E+00    0.030012
  0.250  0.23221871E+00  0.53925529E-01  0.12085087E+00    0.031250
  0.255  0.23614870E+00  0.55766206E-01  0.12087287E+00    0.032512
  0.260  0.24003774E+00  0.57618116E-01  0.12089531E+00    0.033800
  0.265  0.24388518E+00  0.59479981E-01  0.12091821E+00    0.035113
  0.270  0.24769037E+00  0.61350520E-01  0.12094155E+00    0.036450
  0.275  0.25145267E+00  0.63228444E-01  0.12096535E+00    0.037813
  0.280  0.25517144E+00  0.65112462E-01  0.12098960E+00    0.039200
  0.285  0.25884605E+00  0.67001277E-01  0.12101429E+00    0.040613
  0.290  0.26247589E+00  0.68893593E-01  0.12103945E+00    0.042050
  0.295  0.26606035E+00  0.70788110E-01  0.12106505E+00    0.043512
  0.300  0.26959883E+00  0.72683529E-01  0.12109111E+00    0.045000
  0.305  0.27309074E+00  0.74578550E-01  0.12111762E+00    0.046512
  0.310  0.27653549E+00  0.76471875E-01  0.12114459E+00    0.048050
  0.315  0.27993251E+00  0.78362208E-01  0.12117202E+00    0.049613
  0.320  0.28328123E+00  0.80248257E-01  0.12119990E+00    0.051200
  0.325  0.28658111E+00  0.82128734E-01  0.12122825E+00    0.052813
  0.330  0.28983160E+00  0.84002354E-01  0.12125705E+00    0.054450
  0.335  0.29303215E+00  0.85867841E-01  0.12128632E+00    0.056113
  0.340  0.29618224E+00  0.87723922E-01  0.12131604E+00    0.057800
  0.345  0.29928136E+00  0.89569334E-01  0.12134623E+00    0.059513
  0.350  0.30232900E+00  0.91402823E-01  0.12137688E+00    0.061250
  0.355  0.30532465E+00  0.93223144E-01  0.12140800E+00    0.063012
  0.360  0.30826784E+00  0.95029060E-01  0.12143958E+00    0.064800
  0.365  0.31115807E+00  0.96819347E-01  0.12147163E+00    0.066612
  0.370  0.31399490E+00  0.98592794E-01  0.12150415E+00    0.068450
  0.375  0.31677784E+00  0.10034820E+00  0.12153714E+00    0.070313
  0.380  0.31950647E+00  0.10208438E+00  0.12157060E+00    0.072200
  0.385  0.32218033E+00  0.10380017E+00  0.12160453E+00    0.074112
  0.390  0.32479901E+00  0.10549440E+00  0.12163893E+00    0.076050
  0.395  0.32736208E+00  0.10716593E+00  0.12167380E+00    0.078013
  0.400  0.32986914E+00  0.10881365E+00  0.12170915E+00    0.080000
  0.405  0.33231980E+00  0.11043645E+00  0.12174498E+00    0.082013
  0.410  0.33471366E+00  0.11203323E+00  0.12178128E+00    0.084050
  0.415  0.33705035E+00  0.11360294E+00  0.12181806E+00    0.086113
  0.420  0.33932951E+00  0.11514452E+00  0.12185533E+00    0.088200
