           1         109 accepted u=   1983229.8798144760       acc=   1.0000000000000000       du=   -647301.55278722034     
           2         111 accepted u=   1978427.0248388955       acc=   1.0000000000000000       du=   -4802.8549755804706     
           3         112 accepted u=   1978343.8540242128       acc=   1.0000000000000000       du=   -83.170814682729542     
           4         114 accepted u=   1819099.4980950081       acc=   1.0000000000000000       du=   -159244.35592920473     
           5         115 accepted u=   1818868.4775434772       acc=   1.0000000000000000       du=   -231.02055153087713     
           6         116 accepted u=   1818832.6499384199       acc=   1.0000000000000000       du=   -35.827605057274923     
           7         118 accepted u=   1818645.9959782683       acc=   1.0000000000000000       du=   -186.65396015159786     
           8         121 accepted u=   595155.98851240566       acc=   1.0000000000000000       du=   -1223490.0074658627     
           9         142 accepted u=   101222.91267033413       acc=   1.0000000000000000       du=   -493933.07584207156     
          10         143 accepted u=   101103.82558574277       acc=   1.0000000000000000       du=   -119.08708459135960     
          11         144 accepted u=   101103.54694331475       acc=   1.0000000000000000       du=  -0.27864242802024819     
          12         145 accepted u=   101098.12744311945       acc=   1.0000000000000000       du=   -5.4195001953048632     
          13         146 accepted u=   101079.66165341294       acc=   1.0000000000000000       du=   -18.465789706504438     
          14         168 accepted u=   43720.201353426113       acc=   1.0000000000000000       du=   -57359.460299986829     
          15         169 accepted u=   38694.849215543094       acc=   1.0000000000000000       du=   -5025.3521378830192     
          16         170 accepted u=   25546.997734002423       acc=   1.0000000000000000       du=   -13147.851481540671     
          17         185 accepted u=   12953.214024956957       acc=   1.0000000000000000       du=   -12593.783709045467     
          18         186 accepted u=   12864.635109241277       acc=   1.0000000000000000       du=   -88.578915715679614     
          19         187 accepted u=   12800.421198054562       acc=   1.0000000000000000       du=   -64.213911186714540     
          20         238 accepted u=   12208.638715511614       acc=   1.0000000000000000       du=   -591.78248254294886     
          21         275 accepted u=   5846.4805957852150       acc=   1.0000000000000000       du=   -6362.1581197263986     
          22         276 accepted u=   4639.2307606997965       acc=   1.0000000000000000       du=   -1207.2498350854185     
          23         277 accepted u=   4639.0415486525262       acc=   1.0000000000000000       du=  -0.18921204727030272     
          24         291 accepted u=   3207.0048562369925       acc=   1.0000000000000000       du=   -1432.0366924155337     
          25         301 accepted u=   2050.0655788942768       acc=   1.0000000000000000       du=   -1156.9392773427157     
          26         304 accepted u=   2038.5780515384415       acc=   1.0000000000000000       du=   -11.487527355835255     
          27         314 accepted u=   805.37485028279229       acc=   1.0000000000000000       du=   -1233.2032012556492     
          28         509 accepted u=   464.73287848569908       acc=   1.0000000000000000       du=   -340.64197179709322     
          29         510 accepted u=   433.85382207318918       acc=   1.0000000000000000       du=   -30.879056412509897     
          30         512 accepted u=   418.01161864921391       acc=   1.0000000000000000       du=   -15.842203423975263     
          31         514 accepted u=   415.88687167860189       acc=   1.0000000000000000       du=   -2.1247469706120228     
          32         714 accepted u=   300.21690264050642       acc=   1.0000000000000000       du=   -115.66996903809547     
          33         721 accepted u=   228.92978298636072       acc=   1.0000000000000000       du=   -71.287119654145698     
          34        2832 accepted u=   178.24183117175491       acc=   1.0000000000000000       du=   -50.687951814605810     
          35        3456 accepted u=   120.26780740445049       acc=   1.0000000000000000       du=   -57.974023767304416     
          36        3457 accepted u=   100.44106840512377       acc=   1.0000000000000000       du=   -19.826738999326722     
          37        3458 accepted u=   99.687484533278322       acc=   1.0000000000000000       du=  -0.75358387184544995     
          38        3459 accepted u=   99.053479829940429       acc=   1.0000000000000000       du=  -0.63400470333789372     
          39        4183 accepted u=   82.551582585613488       acc=   1.0000000000000000       du=   -16.501897244326940     
          40        4184 accepted u=   81.939540414869086       acc=   1.0000000000000000       du=  -0.61204217074440237     
          41        4185 accepted u=   81.171534863033202       acc=   1.0000000000000000       du=  -0.76800555183588415     
          42        6693 accepted u=   81.254667208371899       acc=  0.95928585473547867       du=    8.3132345338697178E-002
          43        6694 accepted u=   80.452018727013055       acc=   1.0000000000000000       du=  -0.80264848135884392     
          44        7936 accepted u=   79.611431952826564       acc=   1.0000000000000000       du=  -0.84058677418649097     
          45        7937 accepted u=   77.640553482951134       acc=   1.0000000000000000       du=   -1.9708784698754300     
          46        7938 accepted u=   75.872806306910945       acc=   1.0000000000000000       du=   -1.7677471760401886     
          47        8759 accepted u=   59.709132426727926       acc=   1.0000000000000000       du=   -16.163673880183019     
          48        8760 accepted u=   55.665438736745095       acc=   1.0000000000000000       du=   -4.0436936899828311     
          49       10587 accepted u=   51.887348924997077       acc=   1.0000000000000000       du=   -3.7780898117480177     
          50       10588 accepted u=   45.978136483877357       acc=   1.0000000000000000       du=   -5.9092124411197204     
          51       10869 accepted u=   40.913099405043468       acc=   1.0000000000000000       du=   -5.0650370788338890     
          52       10870 accepted u=   41.024661250510945       acc=  0.94574630471159116       du=   0.11156184546747738     
          53       10871 accepted u=   31.126058845207250       acc=   1.0000000000000000       du=   -9.8986024053036950     
          54       10873 accepted u=  -4.7887908867569902       acc=   1.0000000000000000       du=   -35.914849731964239     
          55       10881 accepted u=  -26.803501514110899       acc=   1.0000000000000000       du=   -22.014710627353907     
          56       10882 accepted u=  -32.136726537816145       acc=   1.0000000000000000       du=   -5.3332250237052463     
          57       10883 accepted u=  -34.092338866903411       acc=   1.0000000000000000       du=   -1.9556123290872662     
          58       10905 accepted u=  -37.601580615183423       acc=   1.0000000000000000       du=   -3.5092417482800116     
          59       10907 accepted u=  -53.664532424275080       acc=   1.0000000000000000       du=   -16.062951809091658     
          60       10908 accepted u=  -53.785546222917816       acc=   1.0000000000000000       du=  -0.12101379864273554     
