           1         651 accepted u=   41280500047187.586       acc=   1.0000000000000000       du=   -301739043101925.75     
           2         652 accepted u=   41215437193074.070       acc=   1.0000000000000000       du=   -65062854113.515625     
           3         653 accepted u=   41215219695956.680       acc=   1.0000000000000000       du=   -217497117.39062500     
           4         654 accepted u=   41214653020977.109       acc=   1.0000000000000000       du=   -566674979.57031250     
           5        1003 accepted u=   11584094660454.422       acc=   1.0000000000000000       du=   -29630558360522.688     
           6        1004 accepted u=   11584080169720.668       acc=   1.0000000000000000       du=   -14490733.753906250     
           7        1005 accepted u=   11584073236597.316       acc=   1.0000000000000000       du=   -6933123.3515625000     
           8        1008 accepted u=   11583854832882.773       acc=   1.0000000000000000       du=   -218403714.54296875     
           9        1009 accepted u=   11583825600383.227       acc=   1.0000000000000000       du=   -29232499.546875000     
          10        1010 accepted u=   11583805393689.295       acc=   1.0000000000000000       du=   -20206693.931640625     
          11        1013 accepted u=   10871551106403.193       acc=   1.0000000000000000       du=   -712254287286.10156     
          12        1014 accepted u=   10871540603333.553       acc=   1.0000000000000000       du=   -10503069.640625000     
          13        1015 accepted u=   10871331166476.436       acc=   1.0000000000000000       du=   -209436857.11718750     
          14        1016 accepted u=   10871110212972.223       acc=   1.0000000000000000       du=   -220953504.21289062     
          15        1020 accepted u=   10017607158608.621       acc=   1.0000000000000000       du=   -853503054363.60156     
          16        1021 accepted u=   652906398008.58142       acc=   1.0000000000000000       du=   -9364700760600.0391     
          17        1022 accepted u=   652892952809.16895       acc=   1.0000000000000000       du=   -13445199.412475586     
          18        1023 accepted u=   649023946109.23462       acc=   1.0000000000000000       du=   -3869006699.9343262     
          19        1024 accepted u=   649014782000.51001       acc=   1.0000000000000000       du=   -9164108.7246093750     
          20        1062 accepted u=   574322740851.29260       acc=   1.0000000000000000       du=   -74692041149.217407     
          21        1770 accepted u=   292983871256.08276       acc=   1.0000000000000000       du=   -281338869595.20984     
          22        1771 accepted u=   292983871256.08276       acc=   1.0000000000000000       du=    0.0000000000000000     
          23        1772 accepted u=   292401813785.31665       acc=   1.0000000000000000       du=   -582057470.76611328     
          24        1773 accepted u=   291685230172.61511       acc=   1.0000000000000000       du=   -716583612.70153809     
          25        1774 accepted u=   270022931460.61884       acc=   1.0000000000000000       du=   -21662298711.996277     
          26        1789 accepted u=   233675254982.02457       acc=   1.0000000000000000       du=   -36347676478.594269     
          27        1790 accepted u=   233673655137.46420       acc=   1.0000000000000000       du=   -1599844.5603637695     
          28        1791 accepted u=   233655732994.81335       acc=   1.0000000000000000       du=   -17922142.650848389     
          29        1792 accepted u=   233655013322.06293       acc=   1.0000000000000000       du=   -719672.75042724609     
          30        2130 accepted u=   175961730501.82681       acc=   1.0000000000000000       du=   -57693282820.236115     
          31        2134 accepted u=   165553522206.71579       acc=   1.0000000000000000       du=   -10408208295.111023     
          32        2135 accepted u=   164861179398.85043       acc=   1.0000000000000000       du=   -692342807.86535645     
          33        2139 accepted u=   164849441011.39352       acc=   1.0000000000000000       du=   -11738387.456909180     
          34        2140 accepted u=   164804892528.41873       acc=   1.0000000000000000       du=   -44548482.974792480     
          35        2144 accepted u=   118433248120.84451       acc=   1.0000000000000000       du=   -46371644407.574219     
          36        2185 accepted u=   104773824377.27385       acc=   1.0000000000000000       du=   -13659423743.570663     
          37        2187 accepted u=   104383547491.27502       acc=   1.0000000000000000       du=   -390276885.99882507     
          38        2196 accepted u=   100748721323.39915       acc=   1.0000000000000000       du=   -3634826167.8758698     
          39        2201 accepted u=   100713798526.41795       acc=   1.0000000000000000       du=   -34922796.981201172     
          40        2207 accepted u=   99888951516.528381       acc=   1.0000000000000000       du=   -824847009.88957214     
          41        2209 accepted u=   99745054833.706833       acc=   1.0000000000000000       du=   -143896682.82154846     
          42        2210 accepted u=   99744903219.028442       acc=   1.0000000000000000       du=   -151614.67839050293     
          43        2212 accepted u=   99496606550.712448       acc=   1.0000000000000000       du=   -248296668.31599426     
          44        2220 accepted u=   90530479162.357468       acc=   1.0000000000000000       du=   -8966127388.3549805     
          45        2221 accepted u=   90530474483.089249       acc=   1.0000000000000000       du=   -4679.2682189941406     
          46        2222 accepted u=   90529922561.000198       acc=   1.0000000000000000       du=   -551922.08905029297     
          47        2226 accepted u=   89263300539.696396       acc=   1.0000000000000000       du=   -1266622021.3038025     
          48        2227 accepted u=   88798522323.866104       acc=   1.0000000000000000       du=   -464778215.83029175     
          49        2485 accepted u=   25328759195.764194       acc=   1.0000000000000000       du=   -63469763128.101913     
          50        2486 accepted u=   25328748544.859856       acc=   1.0000000000000000       du=   -10650.904338836670     
          51        2491 accepted u=   25326436036.916859       acc=   1.0000000000000000       du=   -2312507.9429969788     
          52        2492 accepted u=   25102225617.039646       acc=   1.0000000000000000       du=   -224210419.87721252     
          53        2689 accepted u=   16221405560.879251       acc=   1.0000000000000000       du=   -8880820056.1603947     
          54        2690 accepted u=   16221398484.071623       acc=   1.0000000000000000       du=   -7076.8076286315918     
          55        3225 accepted u=   1919787525.8322246       acc=   1.0000000000000000       du=   -14301610958.239399     
          56       10454 accepted u=   931874612.53892720       acc=   1.0000000000000000       du=   -987912913.29329741     
          57       12508 accepted u=   759017408.83432412       acc=   1.0000000000000000       du=   -172857203.70460308     
          58       12510 accepted u=   757340795.87198830       acc=   1.0000000000000000       du=   -1676612.9623358250     
          59       12511 accepted u=   680277749.42277479       acc=   1.0000000000000000       du=   -77063046.449213505     
          60       12512 accepted u=   669163540.23116851       acc=   1.0000000000000000       du=   -11114209.191606283     
